Date,Fighter,DraftKings,BetMGM,Caesars,BetRivers,FanDuel,BetWay,DraftKings_decimal,BetMGM_decimal,Caesars_decimal,BetRivers_decimal,FanDuel_decimal,BetWay_decimal,mean_odds,DraftKings_vig,DraftKings_novig,BetMGM_vig,BetMGM_novig,Caesars_vig,Caesars_novig,BetRivers_vig,BetRivers_novig,FanDuel_vig,FanDuel_novig,BetWay_vig,BetWay_novig,mean_odds_vig,mean_odds_novig
2020-10-18,John Phillips,225.0,,,,,,3.25,,,,,,3.25,0.0769,1.4,,,,,,,,,,,0.0769,1.4
2020-10-18,Jun Yong Park,-278.0,,,,,,1.36,,,,,,1.36,0.0769,3.5,,,,,,,,,,,0.0769,3.5
2020-10-18,Fares Ziam,100.0,,,,,,2.0,,,,,,2.0,0.5045,2.05,,,,,,,,,,,0.5045,2.05
2020-10-18,Jamie Mullarkey,-125.0,,,,,,1.8,,,,,,1.8,0.5045,1.96,,,,,,,,,,,0.5045,1.96
2020-10-18,Gadzhimurad Antigulov,275.0,,,,,,3.75,,,,,,3.75,-0.1329,3.03,,,,,,,,,,,-0.1329,3.03
2020-10-18,Maxim Grishin,-357.0,,,,,,1.28,,,,,,1.28,-0.1329,1.49,,,,,,,,,,,-0.1329,1.49
2020-10-18,Mark Striegl,300.0,,,,,,4.0,,,,,,4.0,-0.3238,1.42,,,,,,,,,,,-0.3238,1.42
2020-10-18,Said Nurmagomedov,-400.0,,,,,,1.25,,,,,,1.25,-0.3238,3.38,,,,,,,,,,,-0.3238,3.38
2020-10-11,Cory Sandhagen,-152.0,,,,,,1.66,,,,,,1.66,0.1808,1.39,,,,,,,,,,,0.1808,1.39
2020-10-11,Marlon Moraes,125.0,,,,,,2.25,,,,,,2.25,0.1808,3.54,,,,,,,,,,,0.1808,3.54
2020-10-11,Edson Barboza,-278.0,,,,,,1.36,,,,,,1.36,0.0476,1.47,,,,,,,,,,,0.0476,1.47
2020-10-11,Makwan Amirkhani,225.0,,,,,,3.25,,,,,,3.25,0.0476,3.14,,,,,,,,,,,0.0476,3.14
2020-10-11,Ben Rothwell,-152.0,,,,,,1.66,,,,,,1.66,0.0627,1.49,,,,,,,,,,,0.0627,1.49
2020-10-11,Marcin Tybura,125.0,,,,,,2.25,,,,,,2.25,0.0627,3.05,,,,,,,,,,,0.0627,3.05
2020-10-11,Dricus Du Plessis,-213.0,,,,,,1.47,,,,,,1.47,0.1706,1.69,,,,,,,,,,,0.1706,1.69
2020-10-11,Markus Perez,175.0,,,,,,2.75,,,,,,2.75,0.1706,2.46,,,,,,,,,,,0.1706,2.46
2020-10-11,Alan Baudot,500.0,,,,,,6.0,,,,,,6.0,-0.1686,1.43,,,,,,,,,,,-0.1686,1.43
2020-10-11,Tom Aspinall,-714.0,,,,,,1.14,,,,,,1.14,-0.1686,3.33,,,,,,,,,,,-0.1686,3.33
2020-10-11,Ilia Topuria,110.0,,,,,,2.1,,,,,,2.1,0.2,1.5,,,,,,,,,,,0.2,1.5
2020-10-11,Youssef Zalal,-139.0,,,,,,1.72,,,,,,1.72,0.2,3.0,,,,,,,,,,,0.2,3.0
2020-10-11,Kb Bhullar,187.0,,,,,,2.87,,,,,,2.87,-0.0059,1.56,,,,,,,,,,,-0.0059,1.56
2020-10-11,Tom Breese,-227.0,,,,,,1.44,,,,,,1.44,-0.0059,2.78,,,,,,,,,,,-0.0059,2.78
2020-10-11,Chris Daukaus,200.0,,,,,,3.0,,,,,,3.0,0.2452,1.81,,,,,,,,,,,0.2452,1.81
2020-10-11,Rodrigo Nascimento,-250.0,,,,,,1.4,,,,,,1.4,0.2452,2.24,,,,,,,,,,,0.2452,2.24
2020-10-11,Impa Kasanganay,-278.0,,,,,,1.36,,,,,,1.36,-0.1667,1.67,,,,,,,,,,,-0.1667,1.67
2020-10-11,Joaquin Buckley,225.0,,,,,,3.25,,,,,,3.25,-0.1667,2.5,,,,,,,,,,,-0.1667,2.5
2020-10-11,Ali Alqaisi,140.0,,,,,,2.4,,,,,,2.4,0.4496,2.03,,,,,,,,,,,0.4496,2.03
2020-10-11,Tony Kelley,-172.0,,,,,,1.58,,,,,,1.58,0.4496,1.97,,,,,,,,,,,0.4496,1.97
2020-10-11,Giga Chikadze,162.0,,,,,,2.62,,,,,,2.62,0.0021,3.26,,,,,,,,,,,0.0021,3.26
2020-10-11,Omar Morales,-189.0,,,,,,1.53,,,,,,1.53,0.0021,1.44,,,,,,,,,,,0.0021,1.44
2020-10-11,Stephanie Egger,140.0,,,,,,2.4,,,,,,2.4,-0.0702,2.67,,,,,,,,,,,-0.0702,2.67
2020-10-11,Tracy Cortez,-172.0,,,,,,1.58,,,,,,1.58,-0.0702,1.6,,,,,,,,,,,-0.0702,1.6
2020-10-11,Bruno Silva,350.0,,,,,,4.5,,,,,,4.5,-0.0238,2.05,,,,,,,,,,,-0.0238,2.05
2020-10-11,Tagir Ulanbekov,-455.0,,,,,,1.22,,,,,,1.22,-0.0238,1.95,,,,,,,,,,,-0.0238,1.95
2020-10-04,Holly Holm,-139.0,,,,,,1.72,,,,,,1.72,0.3248,2.38,,,,,,,,,,,0.3248,2.38
2020-10-04,Irene Aldana,110.0,,,,,,2.1,,,,,,2.1,0.3248,1.72,,,,,,,,,,,0.3248,1.72
2020-10-04,Carlos Felipe,225.0,,,,,,3.25,,,,,,3.25,-0.188,2.84,,,,,,,,,,,-0.188,2.84
2020-10-04,Yorgan de Castro,-278.0,,,,,,1.36,,,,,,1.36,-0.188,1.54,,,,,,,,,,,-0.188,1.54
2020-10-04,Germaine de Randamie,-189.0,,,,,,1.53,,,,,,1.53,-0.092,1.73,,,,,,,,,,,-0.092,1.73
2020-10-04,Julianna Pena,162.0,,,,,,2.62,,,,,,2.62,-0.092,2.38,,,,,,,,,,,-0.092,2.38
2020-10-04,Dequan Townsend,300.0,,,,,,4.0,,,,,,4.0,0.256,1.92,,,,,,,,,,,0.256,1.92
2020-10-04,Dusko Todorovic,-400.0,,,,,,1.25,,,,,,1.25,0.256,2.08,,,,,,,,,,,0.256,2.08
2020-10-04,Carlos Condit,110.0,,,,,,2.1,,,,,,2.1,-0.1852,1.83,,,,,,,,,,,-0.1852,1.83
2020-10-04,Court McGee,-139.0,,,,,,1.72,,,,,,1.72,-0.1852,2.2,,,,,,,,,,,-0.1852,2.2
2020-10-04,Cameron Else,350.0,,,,,,4.5,,,,,,4.5,0.0667,1.6,,,,,,,,,,,0.0667,1.6
2020-10-04,Kyler Phillips,-455.0,,,,,,1.22,,,,,,1.22,0.0667,2.67,,,,,,,,,,,0.0667,2.67
2020-10-04,Charles Jourdain,-455.0,,,,,,1.22,,,,,,1.22,0.3314,2.09,,,,,,,,,,,0.3314,2.09
2020-10-04,Josh Culibao,350.0,,,,,,4.5,,,,,,4.5,0.3314,1.92,,,,,,,,,,,0.3314,1.92
2020-10-04,Jordan Williams,110.0,,,,,,2.1,,,,,,2.1,0.002,2.88,,,,,,,,,,,0.002,2.88
2020-10-04,Nassourdine Imavov,-139.0,,,,,,1.72,,,,,,1.72,0.002,1.53,,,,,,,,,,,0.002,1.53
2020-10-04,Jinh Yu Frey,110.0,,,,,,2.1,,,,,,2.1,-0.3326,1.75,,,,,,,,,,,-0.3326,1.75
2020-10-04,Loma Lookboonmee,-139.0,,,,,,1.72,,,,,,1.72,-0.3326,2.34,,,,,,,,,,,-0.3326,2.34
2020-10-04,Casey Kenney,-400.0,,,,,,1.25,,,,,,1.25,-0.0769,1.2,,,,,,,,,,,-0.0769,1.2
2020-10-04,Heili Alateng,300.0,,,,,,4.0,,,,,,4.0,-0.0769,6.0,,,,,,,,,,,-0.0769,6.0
2020-10-04,Jessin Ayari,-111.0,,,,,,1.9,,,,,,1.9,0.0595,1.19,,,,,,,,,,,0.0595,1.19
2020-10-04,Luigi Vendramini,-111.0,,,,,,1.9,,,,,,1.9,0.0595,6.36,,,,,,,,,,,0.0595,6.36
2020-09-27,Israel Adesanya,-189.0,,,,,,1.53,,,,,,1.53,0.4796,1.69,,,,,,,,,,,0.4796,1.69
2020-09-27,Paulo Costa,162.0,,,,,,2.62,,,,,,2.62,0.4796,2.46,,,,,,,,,,,0.4796,2.46
2020-09-27,Dominick Reyes,-250.0,,,,,,1.4,,,,,,1.4,0.1389,2.56,,,,,,,,,,,0.1389,2.56
2020-09-27,Jan Blachowicz,200.0,,,,,,3.0,,,,,,3.0,0.1389,1.64,,,,,,,,,,,0.1389,1.64
2020-09-27,Brandon Royval,170.0,,,,,,2.7,,,,,,2.7,-0.2516,2.15,,,,,,,,,,,-0.2516,2.15
2020-09-27,Kai Kara-France,-200.0,,,,,,1.5,,,,,,1.5,-0.2516,1.87,,,,,,,,,,,-0.2516,1.87
2020-09-27,Ketlen Vieira,-227.0,,,,,,1.44,,,,,,1.44,0.499,2.35,,,,,,,,,,,0.499,2.35
2020-09-27,Sijara Eubanks,187.0,,,,,,2.87,,,,,,2.87,0.499,1.74,,,,,,,,,,,0.499,1.74
2020-09-27,Hakeem Dawodu,100.0,,,,,,2.0,,,,,,2.0,-0.342,3.62,,,,,,,,,,,-0.342,3.62
2020-09-27,Zubaira Tukhugov,-125.0,,,,,,1.8,,,,,,1.8,-0.342,1.38,,,,,,,,,,,-0.342,1.38
2020-09-27,Alex da Silva,250.0,,,,,,3.5,,,,,,3.5,0.1838,2.04,,,,,,,,,,,0.1838,2.04
2020-09-27,Brad Riddell,-333.0,,,,,,1.3,,,,,,1.3,0.1838,1.97,,,,,,,,,,,0.1838,1.97
2020-09-27,Diego Sanchez,550.0,,,,,,6.5,,,,,,6.5,0.0258,2.31,,,,,,,,,,,0.0258,2.31
2020-09-27,Jake Matthews,-833.0,,,,,,1.12,,,,,,1.12,0.0258,1.76,,,,,,,,,,,0.0258,1.76
2020-09-27,Ludovit Klein,-139.0,,,,,,1.72,,,,,,1.72,0.1131,2.34,,,,,,,,,,,0.1131,2.34
2020-09-27,Shane Young,110.0,,,,,,2.1,,,,,,2.1,0.1131,1.75,,,,,,,,,,,0.1131,1.75
2020-09-27,Aleksa Camur,-175.0,,,,,,1.57,,,,,,1.57,0.1353,2.84,,,,,,,,,,,0.1353,2.84
2020-09-27,William Knight,125.0,,,,,,2.25,,,,,,2.25,0.1353,1.54,,,,,,,,,,,0.1353,1.54
2020-09-27,Jeff Hughes,250.0,,,,,,3.5,,,,,,3.5,-0.2161,2.55,,,,,,,,,,,-0.2161,2.55
2020-09-27,Juan Espino,-333.0,,,,,,1.3,,,,,,1.3,-0.2161,1.65,,,,,,,,,,,-0.2161,1.65
2020-09-27,Danilo Marques,162.0,,,,,,2.62,,,,,,2.62,-0.2103,1.36,,,,,,,,,,,-0.2103,1.36
2020-09-27,Khadis Ibragimov,-189.0,,,,,,1.53,,,,,,1.53,-0.2103,3.79,,,,,,,,,,,-0.2103,3.79
2020-09-19,Colby Covington,-357.0,,,,,,1.28,,,,,,1.28,0.3596,1.63,,,,,,,,,,,0.3596,1.63
2020-09-19,Tyron Woodley,275.0,,,,,,3.75,,,,,,3.75,0.3596,2.58,,,,,,,,,,,0.3596,2.58
2020-09-19,Donald Cerrone,110.0,,,,,,2.1,,,,,,2.1,-0.1165,1.68,,,,,,,,,,,-0.1165,1.68
2020-09-19,Niko Price,-139.0,,,,,,1.72,,,,,,1.72,-0.1165,2.47,,,,,,,,,,,-0.1165,2.47
2020-09-19,Gerald Meerschaert,450.0,,,,,,5.5,,,,,,5.5,0.0381,1.51,,,,,,,,,,,0.0381,1.51
2020-09-19,Khamzat Chimaev,-625.0,,,,,,1.16,,,,,,1.16,0.0381,2.98,,,,,,,,,,,0.0381,2.98
2020-09-19,Johnny Walker,-152.0,,,,,,1.66,,,,,,1.66,0.0278,1.48,,,,,,,,,,,0.0278,1.48
2020-09-19,Ryan Spann,125.0,,,,,,2.25,,,,,,2.25,0.0278,3.08,,,,,,,,,,,0.0278,3.08
2020-09-19,Mackenzie Dern,-189.0,,,,,,1.53,,,,,,1.53,0.096,1.53,,,,,,,,,,,0.096,1.53
2020-09-19,Randa Markos,162.0,,,,,,2.62,,,,,,2.62,0.096,2.87,,,,,,,,,,,0.096,2.87
2020-09-19,Darren Stewart,240.0,,,,,,3.4,,,,,,3.4,-0.1381,1.32,,,,,,,,,,,-0.1381,1.32
2020-09-19,Kevin Holland,-303.0,,,,,,1.33,,,,,,1.33,-0.1381,4.14,,,,,,,,,,,-0.1381,4.14
2020-09-19,David Dvorak,-111.0,,,,,,1.9,,,,,,1.9,0.4147,1.7,,,,,,,,,,,0.4147,1.7
2020-09-19,Jordan Espinosa,-111.0,,,,,,1.9,,,,,,1.9,0.4147,2.43,,,,,,,,,,,0.4147,2.43
2020-09-19,Damon Jackson,275.0,,,,,,3.75,,,,,,3.75,0.0317,2.17,,,,,,,,,,,0.0317,2.17
2020-09-19,Mirsad Bektic,-357.0,,,,,,1.28,,,,,,1.28,0.0317,1.86,,,,,,,,,,,0.0317,1.86
2020-09-19,Mara Romero Borella,225.0,,,,,,3.25,,,,,,3.25,0.0556,2.11,,,,,,,,,,,0.0556,2.11
2020-09-19,Mayra Bueno Silva,-278.0,,,,,,1.36,,,,,,1.36,0.0556,1.9,,,,,,,,,,,0.0556,1.9
2020-09-19,Jessica-Rose Clark,-213.0,,,,,,1.47,,,,,,1.47,-0.2333,1.53,,,,,,,,,,,-0.2333,1.53
2020-09-19,Sarah Alpar,175.0,,,,,,2.75,,,,,,2.75,-0.2333,2.87,,,,,,,,,,,-0.2333,2.87
2020-09-19,Darrick Minner,250.0,,,,,,3.5,,,,,,3.5,0.3837,1.77,,,,,,,,,,,0.3837,1.77
2020-09-19,Tj Laramie,-333.0,,,,,,1.3,,,,,,1.3,0.3837,2.3,,,,,,,,,,,0.3837,2.3
2020-09-19,Journey Newson,-139.0,,,,,,1.72,,,,,,1.72,0.1797,2.65,,,,,,,,,,,0.1797,2.65
2020-09-19,Randy Costa,110.0,,,,,,2.1,,,,,,2.1,0.1797,1.6,,,,,,,,,,,0.1797,1.6
2020-09-19,Andre Ewell,-227.0,,,,,,1.44,,,,,,1.44,-0.2479,2.44,,,,,,,,,,,-0.2479,2.44
2020-09-19,Irwin Rivera,187.0,,,,,,2.87,,,,,,2.87,-0.2479,1.69,,,,,,,,,,,-0.2479,1.69
2020-09-19,Jerome Rivera,187.0,,,,,,2.87,,,,,,2.87,0.158,1.92,,,,,,,,,,,0.158,1.92
2020-09-19,Tyson Nam,-227.0,,,,,,1.44,,,,,,1.44,0.158,2.08,,,,,,,,,,,0.158,2.08
2020-09-12,Angela Hill,-152.0,,,,,,1.66,,,,,,1.66,-0.1516,1.7,,,,,,,,,,,-0.1516,1.7
2020-09-12,Michelle Waterson,125.0,,,,,,2.25,,,,,,2.25,-0.1516,2.44,,,,,,,,,,,-0.1516,2.44
2020-09-12,Khama Worthy,125.0,,,,,,2.25,,,,,,2.25,0.4757,2.12,,,,,,,,,,,0.4757,2.12
2020-09-12,Ottman Azaitar,-152.0,,,,,,1.66,,,,,,1.66,0.4757,1.89,,,,,,,,,,,0.4757,1.89
2020-09-12,Andrea Lee,-303.0,,,,,,1.33,,,,,,1.33,-0.3114,2.58,,,,,,,,,,,-0.3114,2.58
2020-09-12,Roxanne Modafferi,240.0,,,,,,3.4,,,,,,3.4,-0.3114,1.63,,,,,,,,,,,-0.3114,1.63
2020-09-12,Ed Herman,225.0,,,,,,3.25,,,,,,3.25,-0.0712,1.5,,,,,,,,,,,-0.0712,1.5
2020-09-12,Mike Rodriguez,-278.0,,,,,,1.36,,,,,,1.36,-0.0712,3.02,,,,,,,,,,,-0.0712,3.02
2020-09-12,Alan Patrick,250.0,,,,,,3.5,,,,,,3.5,0.2115,1.65,,,,,,,,,,,0.2115,1.65
2020-09-12,Bobby Green,-333.0,,,,,,1.3,,,,,,1.3,0.2115,2.54,,,,,,,,,,,0.2115,2.54
2020-09-12,Billy Quarantillo,-303.0,,,,,,1.33,,,,,,1.33,0.0814,1.86,,,,,,,,,,,0.0814,1.86
2020-09-12,Kyle Nelson,240.0,,,,,,3.4,,,,,,3.4,0.0814,2.16,,,,,,,,,,,0.0814,2.16
2020-09-12,Julia Avila,-303.0,,,,,,1.33,,,,,,1.33,-0.0741,1.67,,,,,,,,,,,-0.0741,1.67
2020-09-12,Sijara Eubanks,240.0,,,,,,3.4,,,,,,3.4,-0.0741,2.5,,,,,,,,,,,-0.0741,2.5
2020-09-12,Kevin Croom,400.0,,,,,,5.0,,,,,,5.0,0.1429,1.71,,,,,,,,,,,0.1429,1.71
2020-09-12,Roosevelt Roberts,-556.0,,,,,,1.18,,,,,,1.18,0.1429,2.4,,,,,,,,,,,0.1429,2.4
2020-09-12,Alexander Romanov,-455.0,,,,,,1.22,,,,,,1.22,0.1077,1.91,,,,,,,,,,,0.1077,1.91
2020-09-12,Roque Martinez,350.0,,,,,,4.5,,,,,,4.5,0.1077,2.1,,,,,,,,,,,0.1077,2.1
2020-09-12,Brok Weaver,350.0,,,,,,4.5,,,,,,4.5,0.3263,2.52,,,,,,,,,,,0.3263,2.52
2020-09-12,Jalin Turner,-455.0,,,,,,1.22,,,,,,1.22,0.3263,1.66,,,,,,,,,,,0.3263,1.66
2020-09-12,Anthony Ivy,200.0,,,,,,3.0,,,,,,3.0,-0.1171,3.53,,,,,,,,,,,-0.1171,3.53
2020-09-12,Bryan Barberena,-250.0,,,,,,1.4,,,,,,1.4,-0.1171,1.4,,,,,,,,,,,-0.1171,1.4
2020-09-12,Justine Kish,200.0,,,,,,3.0,,,,,,3.0,-0.0019,2.4,,,,,,,,,,,-0.0019,2.4
2020-09-12,Sabina Mazo,-250.0,,,,,,1.4,,,,,,1.4,-0.0019,1.72,,,,,,,,,,,-0.0019,1.72
2020-09-05,Alistair Overeem,-172.0,,,,,,1.58,,,,,,1.58,0.0025,2.11,,,,,,,,,,,0.0025,2.11
2020-09-05,Augusto Sakai,140.0,,,,,,2.4,,,,,,2.4,0.0025,1.9,,,,,,,,,,,0.0025,1.9
2020-09-05,Alonzo Menifield,-152.0,,,,,,1.66,,,,,,1.66,0.2208,2.32,,,,,,,,,,,0.2208,2.32
2020-09-05,Ovince St. Preux,125.0,,,,,,2.25,,,,,,2.25,0.2208,1.76,,,,,,,,,,,0.2208,1.76
2020-09-05,Michel Pereira,-152.0,,,,,,1.66,,,,,,1.66,-0.2071,2.28,,,,,,,,,,,-0.2071,2.28
2020-09-05,Zelim Imadaev,125.0,,,,,,2.25,,,,,,2.25,-0.2071,1.78,,,,,,,,,,,-0.2071,1.78
2020-09-05,Brian Kelleher,-455.0,,,,,,1.22,,,,,,1.22,0.0191,1.69,,,,,,,,,,,0.0191,1.69
2020-09-05,Ray Rodriguez,300.0,,,,,,4.0,,,,,,4.0,0.0191,2.45,,,,,,,,,,,0.0191,2.45
2020-09-05,Montana de La Rosa,162.0,,,,,,2.62,,,,,,2.62,0.0033,1.59,,,,,,,,,,,0.0033,1.59
2020-09-05,Viviane Araujo,-189.0,,,,,,1.53,,,,,,1.53,0.0033,2.71,,,,,,,,,,,0.0033,2.71
2020-09-05,Andre Muniz,125.0,,,,,,2.25,,,,,,2.25,0.193,1.79,,,,,,,,,,,0.193,1.79
2020-09-05,Bartosz Fabinski,-152.0,,,,,,1.66,,,,,,1.66,0.193,2.27,,,,,,,,,,,0.193,2.27
2020-09-05,Cole Smith,225.0,,,,,,3.25,,,,,,3.25,-0.2237,1.48,,,,,,,,,,,-0.2237,1.48
2020-09-05,Hunter Azure,-278.0,,,,,,1.36,,,,,,1.36,-0.2237,3.11,,,,,,,,,,,-0.2237,3.11
2020-08-29,Aleksandar Rakic,-250.0,,,,,,1.4,,,,,,1.4,0.2,1.5,,,,,,,,,,,0.2,1.5
2020-08-29,Anthony Smith,200.0,,,,,,3.0,,,,,,3.0,0.2,3.0,,,,,,,,,,,0.2,3.0
2020-08-29,Neil Magny,-250.0,,,,,,1.4,,,,,,1.4,-0.0059,1.56,,,,,,,,,,,-0.0059,1.56
2020-08-29,Robbie Lawler,200.0,,,,,,3.0,,,,,,3.0,-0.0059,2.78,,,,,,,,,,,-0.0059,2.78
2020-08-29,Alexa Grasso,-278.0,,,,,,1.36,,,,,,1.36,0.3266,1.92,,,,,,,,,,,0.3266,1.92
2020-08-29,Ji Yeon Kim,225.0,,,,,,3.25,,,,,,3.25,0.3266,2.08,,,,,,,,,,,0.3266,2.08
2020-08-29,Bill Algeo,240.0,,,,,,3.4,,,,,,3.4,-0.2516,1.87,,,,,,,,,,,-0.2516,1.87
2020-08-29,Ricardo Lamas,-303.0,,,,,,1.33,,,,,,1.33,-0.2516,2.15,,,,,,,,,,,-0.2516,2.15
2020-08-29,Impa Kasanganay,-152.0,,,,,,1.66,,,,,,1.66,0.1111,1.6,,,,,,,,,,,0.1111,1.6
2020-08-29,Maki Pitolo,125.0,,,,,,2.25,,,,,,2.25,0.1111,2.67,,,,,,,,,,,0.1111,2.67
2020-08-29,Alessio Di Chirico,-139.0,,,,,,1.72,,,,,,1.72,-0.0338,1.53,,,,,,,,,,,-0.0338,1.53
2020-08-29,Zak Cummings,110.0,,,,,,2.1,,,,,,2.1,-0.0338,2.9,,,,,,,,,,,-0.0338,2.9
2020-08-29,Alex Caceres,-200.0,,,,,,1.5,,,,,,1.5,0.096,1.53,,,,,,,,,,,0.096,1.53
2020-08-29,Austin Springer,170.0,,,,,,2.7,,,,,,2.7,0.096,2.87,,,,,,,,,,,0.096,2.87
2020-08-29,Christian Aguilera,350.0,,,,,,4.5,,,,,,4.5,0.3679,2.09,,,,,,,,,,,0.3679,2.09
2020-08-29,Sean Brady,-455.0,,,,,,1.22,,,,,,1.22,0.3679,1.92,,,,,,,,,,,0.3679,1.92
2020-08-29,Emily Whitmire,-139.0,,,,,,1.72,,,,,,1.72,0.0278,3.08,,,,,,,,,,,0.0278,3.08
2020-08-29,Polyana Viana,110.0,,,,,,2.1,,,,,,2.1,0.0278,1.48,,,,,,,,,,,0.0278,1.48
2020-08-29,Hannah Cifers,250.0,,,,,,3.5,,,,,,3.5,-0.3439,1.88,,,,,,,,,,,-0.3439,1.88
2020-08-29,Mallory Martin,-333.0,,,,,,1.3,,,,,,1.3,-0.3439,2.13,,,,,,,,,,,-0.3439,2.13
2020-08-22,Frankie Edgar,225.0,,,,,,3.25,,,,,,3.25,0.3377,1.82,,,,,,,,,,,0.3377,1.82
2020-08-22,Pedro Munhoz,-278.0,,,,,,1.36,,,,,,1.36,0.3377,2.22,,,,,,,,,,,0.3377,2.22
2020-08-22,Marcin Prachnio,200.0,,,,,,3.0,,,,,,3.0,-0.2222,1.75,,,,,,,,,,,-0.2222,1.75
2020-08-22,Mike Rodriguez,-250.0,,,,,,1.4,,,,,,1.4,-0.2222,2.33,,,,,,,,,,,-0.2222,2.33
2020-08-22,Mariya Agapova,-1667.0,,,,,,1.06,,,,,,1.06,0.534,2.15,,,,,,,,,,,0.534,2.15
2020-08-22,Shana Dobson,900.0,,,,,,10.0,,,,,,10.0,0.534,1.87,,,,,,,,,,,0.534,1.87
2020-08-22,Daniel Rodriguez,-200.0,,,,,,1.5,,,,,,1.5,-0.1449,3.85,,,,,,,,,,,-0.1449,3.85
2020-08-22,Dwight Grant,170.0,,,,,,2.7,,,,,,2.7,-0.1449,1.35,,,,,,,,,,,-0.1449,1.35
2020-08-22,Amanda Lemos,110.0,,,,,,2.1,,,,,,2.1,0.131,2.71,,,,,,,,,,,0.131,2.71
2020-08-22,Mizuki Inoue,-139.0,,,,,,1.72,,,,,,1.72,0.131,1.58,,,,,,,,,,,0.131,1.58
2020-08-22,Austin Hubbard,-125.0,,,,,,1.8,,,,,,1.8,-0.0643,2.81,,,,,,,,,,,-0.0643,2.81
2020-08-22,Joe Solecki,100.0,,,,,,2.0,,,,,,2.0,-0.0643,1.55,,,,,,,,,,,-0.0643,1.55
2020-08-22,Isaac Villanueva,100.0,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,
2020-08-22,Jordan Wright,-125.0,,,,,,1.8,,,,,,1.8,,,,,,,,,,,,,,
2020-08-22,Carlton Minus,-111.0,,,,,,1.9,,,,,,1.9,,,,,,,,,,,,,,
2020-08-22,Matthew Semelsberger,-111.0,,,,,,1.9,,,,,,1.9,,,,,,,,,,,,,,
2020-08-22,Timur Valiev,-625.0,,,,,,1.16,,,,,,1.16,,,,,,,,,,,,,,
2020-08-22,Trevin Jones,450.0,,,,,,5.5,,,,,,5.5,,,,,,,,,,,,,,
2020-08-15,Daniel Cormier,-111.0,,,,,,1.9,,,,,,1.9,,,,,,,,,,,,,,
2020-08-15,Stipe Miocic,-111.0,,,,,,1.9,,,,,,1.9,,,,,,,,,,,,,,
2020-08-15,Marlon Vera,240.0,,,,,,3.4,,,,,,3.4,,,,,,,,,,,,,,
2020-08-15,Sean O'Malley,-303.0,,,,,,1.33,,,,,,1.33,,,,,,,,,,,,,,
2020-08-15,Jairzinho Rozenstruik,-139.0,,,,,,1.72,,,,,,1.72,,,,,,,,,,,,,,
2020-08-15,Junior Dos Santos,110.0,,,,,,2.1,,,,,,2.1,,,,,,,,,,,,,,
2020-08-15,Daniel Pineda,225.0,,,,,,3.25,,,,,,3.25,,,,,,,,,,,,,,
2020-08-15,Herbert Burns,-278.0,,,,,,1.36,,,,,,1.36,,,,,,,,,,,,,,
2020-08-15,John Dodson,225.0,,,,,,3.25,,,,,,3.25,,,,,,,,,,,,,,
2020-08-15,Merab Dvalishvili,-278.0,,,,,,1.36,,,,,,1.36,,,,,,,,,,,,,,
2020-08-15,Jim Miller,110.0,,,,,,2.1,,,,,,2.1,,,,,,,,,,,,,,
2020-08-15,Vinc Pichel,-139.0,,,,,,1.72,,,,,,1.72,,,,,,,,,,,,,,
2020-08-15,Felice Herrig,240.0,,,,,,3.4,,,,,,3.4,,,,,,,,,,,,,,
2020-08-15,Virna Jandiroba,-303.0,,,,,,1.33,,,,,,1.33,,,,,,,,,,,,,,
2020-08-15,Danny Chavez,110.0,,,,,,2.1,,,,,,2.1,,,,,,,,,,,,,,
2020-08-15,Tj Brown,-139.0,,,,,,1.72,,,,,,1.72,,,,,,,,,,,,,,
2020-08-15,Ashley Yoder,162.0,,,,,,2.62,,,,,,2.62,,,,,,,,,,,,,,
2020-08-15,Livinha Souza,-189.0,,,,,,1.53,,,,,,1.53,,,,,,,,,,,,,,
2020-08-15,Chris Daukaus,-111.0,,,,,,1.9,,,,,,1.9,,,,,,,,,,,,,,
2020-08-15,Parker Porter,-111.0,,,,,,1.9,,,,,,1.9,,,,,,,,,,,,,,
2020-08-15,Kai Kamaka,-250.0,,,,,,1.4,,,,,,1.4,,,,,,,,,,,,,,
2020-08-15,Tony Kelley,200.0,,,,,,3.0,,,,,,3.0,,,,,,,,,,,,,,
2020-08-08,Aleksei Oleinik,170.0,,,,,,2.7,,,,,,2.7,,,,,,,,,,,,,,
2020-08-08,Derrick Lewis,-200.0,,,,,,1.5,,,,,,1.5,,,,,,,,,,,,,,
2020-08-08,Chris Weidman,-152.0,,,,,,1.66,,,,,,1.66,,,,,,,,,,,,,,
2020-08-08,Omari Akhmedov,125.0,,,,,,2.25,,,,,,2.25,,,,,,,,,,,,,,
2020-08-08,Darren Stewart,-189.0,,,,,,1.53,,,,,,1.53,,,,,,,,,,,,,,
2020-08-08,Maki Pitolo,162.0,,,,,,2.62,,,,,,2.62,,,,,,,,,,,,,,
2020-08-08,Julija Stoliarenko,137.0,,,,,,2.37,,,,,,2.37,,,,,,,,,,,,,,
2020-08-08,Yana Kunitskaya,-164.0,,,,,,1.61,,,,,,1.61,,,,,,,,,,,,,,
2020-08-08,Beneil Dariush,-227.0,,,,,,1.44,,,,,,1.44,,,,,,,,,,,,,,
2020-08-08,Scott Holtzman,187.0,,,,,,2.87,,,,,,2.87,,,,,,,,,,,,,,
