Date,Fighter,DraftKings,BetMGM,Caesars,BetRivers,FanDuel,BetWay,mean_odds,DraftKings_vig,BetMGM_vig,Caesars_vig,BetRivers_vig,FanDuel_vig,BetWay_vig,mean_odds_vig,DraftKings_stripped,BetMGM_stripped,Caesars_stripped,BetRivers_stripped,FanDuel_stripped,BetWay_stripped,mean_odds_stripped
2024-07-27,Kiefer Crosbie,370.0,360.0,360.0,360.0,385.0,325.0,360.0,0.0419,0.0507,0.045,0.0507,0.0395,0.0535,0.0467,0.2042,0.2069,0.208,0.2069,0.1984,0.2234,0.2077
2024-07-27,Sam Patterson,-485.0,-500.0,-480.0,-500.0,-500.0,-450.0,-485.8333333333333,0.0419,0.0507,0.045,0.0507,0.0395,0.0535,0.0467,0.7958,0.7931,0.792,0.7931,0.8016,0.7766,0.7923
2024-07-27,Lukasz Brzeski,390.0,400.0,430.0,420.0,360.0,400.0,400.0,0.0612,0.0462,0.0458,0.0474,0.0388,0.0459,0.0481,0.1923,0.1912,0.1804,0.1836,0.2093,0.1912,0.1908
2024-07-27,Mick Parkin,-600.0,-550.0,-600.0,-590.0,-460.0,-549.0,-558.1666666666666,0.0612,0.0462,0.0458,0.0474,0.0388,0.0459,0.0481,0.8077,0.8088,0.8196,0.8164,0.7907,0.8088,0.8092
2024-07-27,Alice Ardelean,175.0,160.0,160.0,150.0,164.0,140.0,158.16666666666666,0.0606,0.0398,0.0398,0.0552,0.041,0.0834,0.0532,0.3428,0.3699,0.3699,0.3791,0.3639,0.3846,0.3677
2024-07-27,Shauna Bannon,-230.0,-190.0,-190.0,-190.0,-196.0,-200.0,-199.33333333333334,0.0606,0.0398,0.0398,0.0552,0.041,0.0834,0.0532,0.6572,0.6301,0.6301,0.6209,0.6361,0.6154,0.6323
2024-07-27,Caolan Loughran,,-225.0,,,,,-225.0,,0.0432,,,,,0.0432,,0.6636,,,,,0.6636
2024-07-27,Ramon Taveras,,185.0,,,,,185.0,,0.0432,,,,,0.0432,,0.3364,,,,,0.3364
2024-07-20,Rose Namajunas,-270.0,-275.0,-250.0,-275.0,-260.0,-300.0,-271.6666666666667,0.063,0.041,0.0422,0.0559,0.0397,0.0577,0.05,0.6865,0.7044,0.6854,0.6945,0.6946,0.7091,0.6961
2024-07-20,Tracy Cortez,200.0,225.0,205.0,210.0,215.0,225.0,213.33333333333334,0.063,0.041,0.0422,0.0559,0.0397,0.0577,0.05,0.3135,0.2956,0.3146,0.3055,0.3054,0.2909,0.3039
2024-07-20,Muslim Salikhov,145.0,150.0,160.0,145.0,154.0,140.0,149.0,0.061,0.0491,0.0398,0.0536,0.044,0.0531,0.0499,0.3847,0.3813,0.3699,0.3874,0.3771,0.3957,0.3825
2024-07-20,Santiago Ponzinibbio,-188.0,-185.0,-190.0,-182.0,-186.0,-175.0,-184.33333333333334,0.061,0.0491,0.0398,0.0536,0.044,0.0531,0.0499,0.6153,0.6187,0.6301,0.6126,0.6229,0.6043,0.6175
2024-07-20,Drew Dober,-110.0,-110.0,-105.0,100.0,-108.0,-110.0,-73.83333333333333,,,,0.0536,,,-0.0452,,,,0.4746,,,0.4448
2024-07-20,Jean Silva,-110.0,-110.0,-115.0,-124.0,-108.0,-110.0,-112.83333333333333,,,,0.0536,,,-0.0452,,,,0.5254,,,0.5552
2024-07-20,Ange Loosa,320.0,320.0,320.0,270.0,310.0,260.0,300.0,0.042,0.0563,0.0458,0.0529,0.0398,0.0556,0.0487,0.2285,0.2254,0.2277,0.2567,0.2346,0.2632,0.2384
2024-07-20,Gabriel Bonfim,-410.0,-450.0,-420.0,-360.0,-390.0,-350.0,-396.6666666666667,0.042,0.0563,0.0458,0.0529,0.0398,0.0556,0.0487,0.7715,0.7746,0.7723,0.7433,0.7654,0.7368,0.7616
2024-07-20,Christian Rodriguez,-270.0,-275.0,-280.0,-265.0,-260.0,-225.0,-262.5,0.0422,0.041,0.0398,0.0539,0.0397,0.0559,0.045,0.7002,0.7044,0.7086,0.6889,0.6946,0.6556,0.6929
2024-07-20,Julian Erosa,220.0,225.0,230.0,205.0,215.0,175.0,211.66666666666666,0.0422,0.041,0.0398,0.0539,0.0397,0.0559,0.045,0.2998,0.2956,0.2914,0.3111,0.3054,0.3444,0.3071
2024-07-20,Abdul Razak Alhassan,-145.0,-150.0,-150.0,-165.0,-144.0,-175.0,-154.83333333333334,0.0591,0.0444,0.0444,0.0536,0.0407,0.0531,0.0494,0.5588,0.5745,0.5745,0.5909,0.5671,0.6043,0.579
2024-07-20,Cody Brundage,114.0,125.0,125.0,132.0,122.0,140.0,126.33333333333333,0.0591,0.0444,0.0444,0.0536,0.0407,0.0531,0.0494,0.4412,0.4255,0.4255,0.4091,0.4329,0.3957,0.421
2024-07-20,Charles Johnson,220.0,230.0,240.0,225.0,200.0,200.0,219.16666666666666,0.0422,0.053,0.0441,0.0486,0.0434,0.0476,0.0468,0.2998,0.2877,0.2817,0.2934,0.3194,0.3182,0.2993
2024-07-20,Joshua van,-270.0,-300.0,-300.0,-286.0,-245.0,-250.0,-275.1666666666667,0.0422,0.053,0.0441,0.0486,0.0434,0.0476,0.0468,0.7002,0.7123,0.7183,0.7066,0.6806,0.6818,0.7007
2024-07-20,Fatima Kline,124.0,135.0,122.0,112.0,136.0,110.0,123.16666666666667,0.0618,0.0481,0.0423,0.0533,0.042,0.056,0.0505,0.4204,0.406,0.4322,0.4478,0.4066,0.4509,0.4266
2024-07-20,Jasmine Jasudavicius,-160.0,-165.0,-145.0,-139.0,-162.0,-138.0,-151.5,0.0618,0.0481,0.0423,0.0533,0.042,0.056,0.0505,0.5796,0.594,0.5678,0.5522,0.5934,0.5491,0.5734
2024-07-20,Damon Blackshear,-105.0,-110.0,-115.0,-112.0,-104.0,-105.0,-108.5,,,,,,,0.0494,,,,,,,0.4959
2024-07-20,Montel Jackson,-115.0,-110.0,-105.0,-112.0,-112.0,-120.0,-112.33333333333333,,,,,,,0.0494,,,,,,,0.5041
2024-07-20,Luana Santos,-425.0,-400.0,-440.0,-400.0,-390.0,-400.0,-409.1666666666667,0.0595,0.0439,0.0421,0.05,0.0398,0.05,0.0475,0.764,0.7664,0.7819,0.7619,0.7654,0.7619,0.7672
2024-07-20,Mariya Agapova,300.0,310.0,340.0,300.0,310.0,300.0,310.0,0.0595,0.0439,0.0421,0.05,0.0398,0.05,0.0475,0.236,0.2336,0.2181,0.2381,0.2346,0.2381,0.2328
2024-07-13,Ikram Aliskerov,100.0,-110.0,-110.0,-113.0,100.0,120.0,-2.1666666666666665,0.0652,,,,0.0413,0.0545,-0.4306,0.4694,,,,0.4802,0.431,0.0372
2024-07-13,Robert Whittaker,-130.0,-110.0,-110.0,-110.0,-118.0,-150.0,-121.33333333333333,0.0652,,,,0.0413,0.0545,-0.4306,0.5306,,,,0.5198,0.569,0.9628
2024-07-13,Alexander Volkov,180.0,195.0,200.0,200.0,190.0,175.0,190.0,0.0612,0.0533,0.0392,0.0476,0.0418,0.0559,0.0497,0.3365,0.3218,0.3207,0.3182,0.331,0.3444,0.3285
2024-07-13,Sergei Pavlovich,-238.0,-250.0,-240.0,-250.0,-230.0,-225.0,-238.83333333333334,0.0612,0.0533,0.0392,0.0476,0.0418,0.0559,0.0497,0.6635,0.6782,0.6793,0.6818,0.669,0.6556,0.6715
2024-07-13,Daniel Rodriguez,170.0,175.0,170.0,160.0,164.0,163.0,167.0,0.0579,0.041,0.0425,0.0513,0.041,0.0469,0.0468,0.3501,0.3493,0.3553,0.3658,0.3639,0.3632,0.3578
2024-07-13,Kelvin Gastelum,-220.0,-210.0,-205.0,-200.0,-196.0,-200.0,-205.16666666666666,0.0579,0.041,0.0425,0.0513,0.041,0.0469,0.0468,0.6499,0.6507,0.6447,0.6342,0.6361,0.6368,0.6422
2024-07-13,Antonio Trocoli,500.0,500.0,500.0,400.0,460.0,400.0,460.0,0.0568,0.0417,0.0417,0.0485,0.0397,0.0459,0.0464,0.1577,0.16,0.16,0.1907,0.1718,0.1912,0.1707
2024-07-13,Shara Magomedov,-810.0,-700.0,-700.0,-560.0,-620.0,-549.0,-656.5,0.0568,0.0417,0.0417,0.0485,0.0397,0.0459,0.0464,0.8423,0.84,0.84,0.8093,0.8282,0.8088,0.8293
2024-07-13,Johnny Walker,-130.0,-140.0,-145.0,-136.0,-142.0,-125.0,-136.33333333333334,0.0414,0.0484,0.0423,0.0571,0.0413,0.0556,0.0475,0.5427,0.5564,0.5678,0.5452,0.5635,0.5263,0.5507
2024-07-13,Volkan Oezdemir,110.0,115.0,122.0,108.0,120.0,100.0,112.5,0.0414,0.0484,0.0423,0.0571,0.0413,0.0556,0.0475,0.4573,0.4436,0.4322,0.4548,0.4365,0.4737,0.4493
2024-07-13,Jared Gordon,205.0,210.0,200.0,195.0,205.0,175.0,198.33333333333334,0.0422,0.0559,0.0392,0.0533,0.0422,0.0559,0.0481,0.3146,0.3055,0.3207,0.3218,0.3146,0.3444,0.3198
2024-07-13,Nasrat Haqparast,-250.0,-275.0,-240.0,-250.0,-250.0,-225.0,-248.33333333333334,0.0422,0.0559,0.0392,0.0533,0.0422,0.0559,0.0481,0.6854,0.6945,0.6793,0.6782,0.6854,0.6556,0.6802
2024-07-13,Felipe Lima,114.0,120.0,125.0,116.0,120.0,-120.0,79.16666666666667,0.0418,0.0463,0.0444,0.0515,0.0413,,0.1356,0.4486,0.4344,0.4255,0.4403,0.4365,,0.4915
2024-07-13,Muhammadjon Naimov,-135.0,-145.0,-150.0,-143.0,-142.0,-105.0,-136.66666666666666,0.0418,0.0463,0.0444,0.0515,0.0413,,0.1356,0.5514,0.5656,0.5745,0.5597,0.5635,,0.5085
2024-07-13,Nicolas Dalby,310.0,300.0,300.0,285.0,300.0,260.0,292.5,0.0419,0.0395,0.0417,0.0492,0.0395,0.0556,0.0443,0.2341,0.2405,0.24,0.2475,0.2405,0.2632,0.244
2024-07-13,Rinat Fakhretdinov,-395.0,-375.0,-380.0,-375.0,-375.0,-350.0,-375.0,0.0419,0.0395,0.0417,0.0492,0.0395,0.0556,0.0443,0.7659,0.7595,0.76,0.7525,0.7595,0.7368,0.756
2024-07-13,Kyung Ho Kang,150.0,135.0,135.0,132.0,140.0,130.0,137.0,0.061,0.0481,0.0409,0.0536,0.0408,0.0546,0.0502,0.377,0.406,0.4088,0.4091,0.4004,0.4123,0.4017
2024-07-13,Muin Gafurov,-195.0,-165.0,-160.0,-165.0,-166.0,-163.0,-169.0,0.061,0.0481,0.0409,0.0536,0.0408,0.0546,0.0502,0.623,0.594,0.5912,0.5909,0.5996,0.5877,0.5983
2024-07-13,Brendson Ribeiro,290.0,275.0,300.0,260.0,310.0,240.0,279.1666666666667,0.0603,0.0445,0.0417,0.0479,0.0398,0.0632,0.0493,0.2418,0.2553,0.24,0.2651,0.2346,0.2766,0.2513
2024-07-13,Magomed Gadzhiyasulov,-410.0,-350.0,-380.0,-335.0,-390.0,-333.0,-366.3333333333333,0.0603,0.0445,0.0417,0.0479,0.0398,0.0632,0.0493,0.7582,0.7447,0.76,0.7349,0.7654,0.7234,0.7487
2024-07-13,Chang Ho Lee,110.0,105.0,110.0,100.0,108.0,100.0,105.5,0.0595,0.0434,0.0414,0.0495,0.046,0.0556,0.0493,0.4495,0.4675,0.4573,0.4764,0.4597,0.4737,0.4637
2024-07-13,Long Xiao,-140.0,-125.0,-130.0,-122.0,-130.0,-125.0,-128.66666666666666,0.0595,0.0434,0.0414,0.0495,0.046,0.0556,0.0493,0.5505,0.5325,0.5427,0.5236,0.5403,0.5263,0.5363
2024-07-13,Melsik Baghdasaryan,,110.0,,,,,110.0,,0.0507,,,,,0.0507,,0.4532,,,,,0.4532
2024-07-13,Muhammad Naimov,,-135.0,,,,,-135.0,,0.0507,,,,,0.0507,,0.5468,,,,,0.5468
2024-07-13,Abu Azaitar,,110.0,,,,,110.0,,0.0507,,,,,0.0507,,0.4532,,,,,0.4532
2024-07-13,Denis Tiuliulin,,-135.0,,,,,-135.0,,0.0507,,,,,0.0507,,0.5468,,,,,0.5468
2024-07-13,Farid Basharat,,-200.0,,,,,-200.0,,0.0441,,,,,0.0441,,0.6385,,,,,0.6385
2024-07-13,Montel Jackson,,165.0,,,,,165.0,,0.0441,,,,,0.0441,,0.3615,,,,,0.3615
2024-07-13,Khamzat Chimaev,-250.0,-250.0,-260.0,-265.0,-260.0,-225.0,-251.66666666666666,0.0422,0.0476,0.0448,0.0539,0.06,0.0725,0.0529,0.6854,0.6818,0.6912,0.6889,0.6813,0.6455,0.6796
2024-07-13,Robert Whittaker,205.0,200.0,210.0,205.0,196.0,163.0,196.5,0.0422,0.0476,0.0448,0.0539,0.06,0.0725,0.0529,0.3146,0.3182,0.3088,0.3111,0.3187,0.3545,0.3204
2024-06-29,Alex Pereira,-145.0,-150.0,-155.0,-148.0,-148.0,-150.0,-149.33333333333334,0.0591,0.0444,0.0426,0.0555,0.0393,0.0545,0.049,0.5588,0.5745,0.583,0.5654,0.5742,0.569,0.5709
2024-06-29,Jiri Prochazka,114.0,125.0,130.0,118.0,126.0,120.0,122.16666666666667,0.0591,0.0444,0.0426,0.0555,0.0393,0.0545,0.049,0.4412,0.4255,0.417,0.4346,0.4258,0.431,0.4291
2024-06-29,Dan Ige,240.0,220.0,250.0,220.0,240.0,210.0,230.0,0.0428,0.0458,0.0476,0.0534,0.0409,0.0559,0.0476,0.282,0.2988,0.2727,0.2967,0.2825,0.3055,0.2892
2024-06-29,Diego Lopes,-298.0,-275.0,-320.0,-286.0,-295.0,-275.0,-291.5,0.0428,0.0458,0.0476,0.0534,0.0409,0.0559,0.0476,0.718,0.7012,0.7273,0.7033,0.7175,0.6945,0.7108
2024-06-29,Brian Ortega,170.0,135.0,143.0,128.0,130.0,125.0,138.5,0.0425,0.0481,0.0411,0.0495,0.0411,0.0444,0.0445,0.3553,0.406,0.3953,0.4179,0.4176,0.4255,0.4014
2024-06-29,Diego Lopes,-205.0,-165.0,-170.0,-157.0,-154.0,-150.0,-166.83333333333334,0.0425,0.0481,0.0411,0.0495,0.0411,0.0444,0.0445,0.6447,0.594,0.6047,0.5821,0.5824,0.5745,0.5986
2024-06-29,Anthony Smith,114.0,120.0,130.0,112.0,118.0,120.0,119.0,0.0591,0.0463,0.0426,0.0533,0.0385,0.0545,0.049,0.4412,0.4344,0.417,0.4478,0.4417,0.431,0.4353
2024-06-29,Roman Dolidze,-145.0,-145.0,-155.0,-139.0,-138.0,-150.0,-145.33333333333334,0.0591,0.0463,0.0426,0.0533,0.0385,0.0545,0.049,0.5588,0.5656,0.583,0.5522,0.5583,0.569,0.5647
2024-06-29,Macy Chiasson,-125.0,-110.0,-120.0,-107.0,-116.0,-110.0,-114.66666666666667,,,0.0455,,,,-0.0405,,,0.5218,,,,0.5567
2024-06-29,Mayra Bueno Silva,-105.0,-110.0,100.0,-117.0,-102.0,-110.0,-74.0,,,0.0455,,,,-0.0405,,,0.4782,,,,0.4433
2024-06-29,Ian Machado Garry,-200.0,-200.0,-205.0,-182.0,-215.0,-188.0,-198.33333333333334,0.0604,0.0513,0.0425,0.0486,0.0613,0.0528,0.0529,0.6287,0.6342,0.6447,0.6155,0.6431,0.6201,0.6314
2024-06-29,Michael Page,154.0,160.0,170.0,148.0,164.0,150.0,157.66666666666666,0.0604,0.0513,0.0425,0.0486,0.0613,0.0528,0.0529,0.3713,0.3658,0.3553,0.3845,0.3569,0.3799,0.3686
2024-06-29,Joe Pyfer,-345.0,-300.0,-350.0,-335.0,-320.0,-333.0,-330.5,0.061,0.0357,0.0445,0.0558,0.0397,0.0548,0.0487,0.7307,0.7241,0.7447,0.7294,0.7328,0.7291,0.732
2024-06-29,Marc-Andre Barriault,250.0,250.0,275.0,250.0,260.0,250.0,255.83333333333334,0.061,0.0357,0.0445,0.0558,0.0397,0.0548,0.0487,0.2693,0.2759,0.2553,0.2706,0.2672,0.2709,0.268
2024-06-29,Andre Fili,-238.0,-250.0,-240.0,-225.0,-245.0,-225.0,-237.16666666666666,0.0612,0.0476,0.0392,0.0559,0.0434,0.0559,0.0502,0.6635,0.6818,0.6793,0.6556,0.6806,0.6556,0.6698
2024-06-29,Cub Swanson,180.0,200.0,200.0,175.0,200.0,175.0,188.33333333333334,0.0612,0.0476,0.0392,0.0559,0.0434,0.0559,0.0502,0.3365,0.3182,0.3207,0.3444,0.3194,0.3444,0.3302
2024-06-29,Charles Jourdain,-135.0,-135.0,-130.0,-150.0,-134.0,-130.0,-135.66666666666666,0.0418,0.0507,0.0414,0.0545,0.0399,0.0414,0.0452,0.5514,0.5468,0.5427,0.569,0.5506,0.5427,0.5508
2024-06-29,Jean Silva,114.0,110.0,110.0,120.0,114.0,110.0,113.0,0.0418,0.0507,0.0414,0.0545,0.0399,0.0414,0.0452,0.4486,0.4532,0.4573,0.431,0.4494,0.4573,0.4492
2024-06-29,Payton Talbott,-1750.0,-1600.0,-1400.0,-1667.0,-1400.0,-2000.0,-1636.1666666666667,0.0512,0.0412,0.0509,0.0386,0.0408,0.0433,0.0444,0.8998,0.904,0.8881,0.9083,0.8967,0.9129,0.9023
2024-06-29,Yanis Ghemmouri,850.0,900.0,750.0,950.0,830.0,1000.0,880.0,0.0512,0.0412,0.0509,0.0386,0.0408,0.0433,0.0444,0.1002,0.096,0.1119,0.0917,0.1033,0.0871,0.0977
2024-06-22,Alex Perez,195.0,195.0,210.0,205.0,190.0,175.0,195.0,0.0612,0.0533,0.0448,0.0539,0.0418,0.0559,0.0519,0.3194,0.3218,0.3088,0.3111,0.331,0.3444,0.3223
2024-06-22,Tatsuro Taira,-260.0,-250.0,-260.0,-265.0,-230.0,-225.0,-248.33333333333334,0.0612,0.0533,0.0448,0.0539,0.0418,0.0559,0.0519,0.6806,0.6782,0.6912,0.6889,0.669,0.6556,0.6777
2024-06-22,Douglas Silva de Andrade,140.0,135.0,150.0,130.0,146.0,130.0,138.5,0.0596,0.0409,0.0429,0.0531,0.0415,0.0546,0.0487,0.3933,0.4088,0.3835,0.4129,0.3903,0.4123,0.3998
2024-06-22,Miles Johns,-180.0,-160.0,-180.0,-162.0,-174.0,-163.0,-169.83333333333334,0.0596,0.0409,0.0429,0.0531,0.0415,0.0546,0.0487,0.6067,0.5912,0.6165,0.5871,0.6097,0.5877,0.6002
2024-06-22,Lucas Almeida,164.0,160.0,160.0,160.0,164.0,163.0,161.83333333333334,0.0432,0.0398,0.0398,0.0513,0.041,0.0469,0.0437,0.3631,0.3699,0.3699,0.3658,0.3639,0.3632,0.3659
2024-06-22,Timothy Cuamba,-198.0,-190.0,-190.0,-200.0,-196.0,-200.0,-195.66666666666666,0.0432,0.0398,0.0398,0.0513,0.041,0.0469,0.0437,0.6369,0.6301,0.6301,0.6342,0.6361,0.6368,0.6341
2024-06-22,Brady Hiestand,230.0,195.0,225.0,210.0,215.0,175.0,208.33333333333334,0.0433,0.0533,0.041,0.0559,0.0397,0.0559,0.0478,0.2904,0.3218,0.2956,0.3055,0.3054,0.3444,0.3095
2024-06-22,Garrett Armfield,-285.0,-250.0,-275.0,-275.0,-260.0,-225.0,-261.6666666666667,0.0433,0.0533,0.041,0.0559,0.0397,0.0559,0.0478,0.7096,0.6782,0.7044,0.6945,0.6946,0.6556,0.6905
2024-06-22,Asu Almabaev,-395.0,-500.0,-400.0,-500.0,-450.0,-500.0,-457.5,0.0419,0.0507,0.05,0.0461,0.0404,0.0555,0.0479,0.7659,0.7931,0.7619,0.7966,0.7864,0.7895,0.7831
2024-06-22,Jose Johnson,310.0,360.0,300.0,370.0,350.0,350.0,340.0,0.0419,0.0507,0.05,0.0461,0.0404,0.0555,0.0479,0.2341,0.2069,0.2381,0.2034,0.2136,0.2105,0.2169
2024-06-22,Adam Fugitt,114.0,115.0,125.0,117.0,122.0,110.0,117.16666666666667,0.0591,0.0484,0.0444,0.0493,0.0407,0.056,0.0495,0.4412,0.4436,0.4255,0.4391,0.4329,0.4509,0.4388
2024-06-22,Josh Quinlan,-145.0,-140.0,-150.0,-143.0,-144.0,-138.0,-143.33333333333334,0.0591,0.0484,0.0444,0.0493,0.0407,0.056,0.0495,0.5588,0.5564,0.5745,0.5609,0.5671,0.5491,0.5612
2024-06-22,Jimmy Flick,450.0,425.0,460.0,440.0,490.0,500.0,460.8333333333333,0.0598,0.0476,0.0453,0.0473,0.0396,0.0556,0.0497,0.1715,0.1818,0.1709,0.1768,0.163,0.1579,0.1699
2024-06-22,Nate Maness,-720.0,-600.0,-650.0,-625.0,-670.0,-800.0,-677.5,0.0598,0.0476,0.0453,0.0473,0.0396,0.0556,0.0497,0.8285,0.8182,0.8291,0.8232,0.837,0.8421,0.8301
2024-06-22,Carli Judice,136.0,130.0,140.0,135.0,140.0,130.0,135.16666666666666,0.042,0.0502,0.0393,0.051,0.0408,0.0546,0.0462,0.4066,0.414,0.4009,0.4049,0.4004,0.4123,0.4064
2024-06-22,Gabriella Fernandes,-162.0,-160.0,-165.0,-167.0,-166.0,-163.0,-163.83333333333334,0.042,0.0502,0.0393,0.051,0.0408,0.0546,0.0462,0.5934,0.586,0.5991,0.5951,0.5996,0.5877,0.5936
2024-06-22,Jeka Saragih,-360.0,-350.0,-370.0,-385.0,-350.0,-350.0,-360.8333333333333,0.0604,0.041,0.0436,0.0502,0.041,0.0556,0.0485,0.738,0.7472,0.7543,0.7559,0.7472,0.7368,0.7468
2024-06-22,Westin Wilson,260.0,280.0,290.0,290.0,280.0,260.0,276.6666666666667,0.0604,0.041,0.0436,0.0502,0.041,0.0556,0.0485,0.262,0.2528,0.2457,0.2441,0.2528,0.2632,0.2532
2024-06-22,Melquizael Costa,-238.0,-225.0,-230.0,-205.0,-215.0,-200.0,-218.83333333333334,0.0612,0.0432,0.0418,0.0523,0.0396,0.0469,0.0476,0.6635,0.6636,0.669,0.6387,0.6565,0.6368,0.6552
2024-06-22,Shayilan Nuerdanbieke,180.0,185.0,190.0,163.0,180.0,163.0,176.83333333333334,0.0612,0.0432,0.0418,0.0523,0.0396,0.0469,0.0476,0.3365,0.3364,0.331,0.3613,0.3435,0.3632,0.3448
2024-06-22,Josefine Knutsson,-215.0,-210.0,-225.0,-200.0,-225.0,-200.0,-212.5,0.0599,0.0478,0.0432,0.0589,0.0395,0.0469,0.049,0.6439,0.6465,0.6636,0.6296,0.666,0.6368,0.6482
2024-06-22,Julia Polastri,165.0,170.0,185.0,155.0,188.0,163.0,171.0,0.0599,0.0478,0.0432,0.0589,0.0395,0.0469,0.049,0.3561,0.3535,0.3364,0.3704,0.334,0.3632,0.3518
2024-06-15,Jared Cannonier,110.0,100.0,105.0,105.0,108.0,100.0,104.66666666666667,0.0414,0.0455,0.0434,0.0511,0.046,0.0556,0.0471,0.4573,0.4782,0.4675,0.4641,0.4597,0.4737,0.4666
2024-06-15,Nassourdine Imavov,-130.0,-120.0,-125.0,-129.0,-130.0,-125.0,-126.5,0.0414,0.0455,0.0434,0.0511,0.046,0.0556,0.0471,0.5427,0.5218,0.5325,0.5359,0.5403,0.5263,0.5334
2024-06-15,Dominick Reyes,190.0,200.0,190.0,190.0,200.0,175.0,190.83333333333334,0.0591,0.0476,0.0418,0.0549,0.0434,0.0559,0.0504,0.3256,0.3182,0.331,0.3269,0.3194,0.3444,0.3273
2024-06-15,Dustin Jacoby,-250.0,-250.0,-230.0,-245.0,-245.0,-225.0,-240.83333333333334,0.0591,0.0476,0.0418,0.0549,0.0434,0.0559,0.0504,0.6744,0.6818,0.669,0.6731,0.6806,0.6556,0.6727
2024-06-15,Raul Rosas Jr,-298.0,-300.0,-320.0,-295.0,-300.0,-250.0,-293.8333333333333,0.0612,0.053,0.0476,0.0545,0.0399,0.0476,0.0507,0.7055,0.7123,0.7273,0.7082,0.7212,0.6818,0.7101
2024-06-15,Ricky Turcios,220.0,230.0,250.0,225.0,245.0,200.0,228.33333333333334,0.0612,0.053,0.0476,0.0545,0.0399,0.0476,0.0507,0.2945,0.2877,0.2727,0.2918,0.2788,0.3182,0.2899
2024-06-15,Brunno Ferreira,-285.0,-275.0,-300.0,-275.0,-270.0,-275.0,-280.0,0.0433,0.0458,0.0441,0.0508,0.0422,0.0559,0.0469,0.7096,0.7012,0.7183,0.6978,0.7002,0.6945,0.7038
2024-06-15,Dustin Stoltzfus,230.0,220.0,240.0,215.0,220.0,210.0,222.5,0.0433,0.0458,0.0441,0.0508,0.0422,0.0559,0.0469,0.2904,0.2988,0.2817,0.3022,0.2998,0.3055,0.2962
2024-06-15,Julian Marquez,-145.0,-145.0,-160.0,-143.0,-142.0,-138.0,-145.5,0.0591,0.0463,0.0409,0.0536,0.0413,0.056,0.0493,0.5588,0.5656,0.5912,0.5586,0.5635,0.5491,0.5649
2024-06-15,Zachary Reese,114.0,120.0,135.0,115.0,120.0,110.0,119.0,0.0591,0.0463,0.0409,0.0536,0.0413,0.056,0.0493,0.4412,0.4344,0.4088,0.4414,0.4365,0.4509,0.4351
2024-06-15,Miguel Baeza,-192.0,-200.0,-210.0,-205.0,-200.0,-225.0,-205.33333333333334,0.0421,0.0441,0.041,0.0523,0.0398,0.0559,0.0461,0.6309,0.6385,0.6507,0.6387,0.6412,0.6556,0.6429
2024-06-15,Punahele Soriano,160.0,165.0,175.0,163.0,168.0,175.0,167.66666666666666,0.0421,0.0441,0.041,0.0523,0.0398,0.0559,0.0461,0.3691,0.3615,0.3493,0.3613,0.3588,0.3444,0.3571
2024-06-01,Kiru Singh Sahota,140.0,110.0,,,,,125.0,0.0408,0.0762,,,,,0.0568,0.4004,0.4425,,,,,0.4205
2024-06-01,Shuai Yin,-166.0,-150.0,,,,,-158.0,0.0408,0.0762,,,,,0.0568,0.5996,0.5575,,,,,0.5795
2024-06-01,Lisa Kyriacou,150.0,130.0,,,,,140.0,0.0429,0.0712,,,,,0.0563,0.3835,0.4059,,,,,0.3945
2024-06-01,Qihui Yan,-180.0,-175.0,,,,,-177.5,0.0429,0.0712,,,,,0.0563,0.6165,0.5941,,,,,0.6055
2024-06-01,Kyu Sung Kim,170.0,150.0,,,,,160.0,0.0425,0.0667,,,,,0.054,0.3553,0.375,,,,,0.3649
2024-06-01,Tokitaka Nakanishi,-205.0,-200.0,,,,,-202.5,0.0425,0.0667,,,,,0.054,0.6447,0.625,,,,,0.6351
2024-06-01,Ruel Panales,,175.0,,,,,175.0,,0.0779,,,,,0.0779,,0.3373,,,,,0.3373
2024-06-01,Toki Matsui,,-250.0,,,,,-250.0,,0.0779,,,,,0.0779,,0.6627,,,,,0.6627
2024-06-01,Balgyn Jenisuly,-550.0,-275.0,,,,,-412.5,0.0423,0.0666,,,,,0.0518,0.8119,0.6875,,,,,0.7653
2024-06-01,Yunfeng Li,410.0,200.0,,,,,305.0,0.0423,0.0666,,,,,0.0518,0.1881,0.3125,,,,,0.2347
2024-06-01,Angad Bisht,-175.0,-150.0,,,,,-162.5,0.0446,0.0762,,,,,0.0586,0.6092,0.5575,,,,,0.5847
2024-06-01,John Dave Almanza,145.0,110.0,,,,,127.5,0.0446,0.0762,,,,,0.0586,0.3908,0.4425,,,,,0.4153
2024-06-01,Dong Hoon Choi,110.0,-105.0,,,,,2.5,0.0414,,,,,,0.536,0.4573,,,,,,0.6352
2024-06-01,Jiniushiyue,-130.0,-125.0,,,,,-127.5,0.0414,,,,,,0.536,0.5427,,,,,,0.3648
2024-06-01,Daermisi Zhawupasi,-325.0,-275.0,,,,,-300.0,0.0425,0.0666,,,,,0.053,0.7335,0.6875,,,,,0.7123
2024-06-01,Ren Ozaki,260.0,200.0,,,,,230.0,0.0425,0.0666,,,,,0.053,0.2665,0.3125,,,,,0.2877
2024-06-01,Shohei Nose,170.0,140.0,,,,,155.0,0.0425,0.0695,,,,,0.0549,0.3553,0.3896,,,,,0.3718
