Event Name,Event Link,Location,Date,Fight Link,Fighter_R,Fighter_B,Winner,Fighter_B_KD,Fighter_R_KD,Fighter_B_STR,Fighter_R_STR,Fighter_B_TD,Fighter_R_TD,Fighter_B_SUB,Fighter_R_SUB,Weight Class,Method,Round,Time
UFC Fight Night: Brunson vs. Shahbazyan,http://www.ufcstats.com/event-details/3746e21bb508391a,"Las Vegas, Nevada, USA",2020-08-01,http://www.ufcstats.com/fight-details/76b9a338597fc604,Jamall Emmers,Vince Cachero,Red,0,0,76,103,0,5,0,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Brunson vs. Shahbazyan,http://www.ufcstats.com/event-details/3746e21bb508391a,"Las Vegas, Nevada, USA",2020-08-01,http://www.ufcstats.com/fight-details/dcf161082c849205,Chris Gutierrez,Cody Durden,Blue,0,0,36,66,2,1,1,1,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Brunson vs. Shahbazyan,http://www.ufcstats.com/event-details/3746e21bb508391a,"Las Vegas, Nevada, USA",2020-08-01,http://www.ufcstats.com/fight-details/0b21755eb0897396,King Green,Lando Vannata,Red,0,1,54,115,1,3,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Oleinik,http://www.ufcstats.com/event-details/7a82635ffa9b59fe,"Las Vegas, Nevada, USA",2020-08-08,http://www.ufcstats.com/fight-details/a2e34655a41ba45c,Derrick Lewis,Aleksei Oleinik,Red,0,1,2,35,1,1,2,0,Heavyweight,KO/TKO,2,0:21
UFC Fight Night: Lewis vs. Oleinik,http://www.ufcstats.com/event-details/7a82635ffa9b59fe,"Las Vegas, Nevada, USA",2020-08-08,http://www.ufcstats.com/fight-details/22e10b23784e5efc,Chris Weidman,Omari Akhmedov,Red,0,0,33,29,4,5,0,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Oleinik,http://www.ufcstats.com/event-details/7a82635ffa9b59fe,"Las Vegas, Nevada, USA",2020-08-08,http://www.ufcstats.com/fight-details/c2ddadfa1a1056be,Darren Stewart,Maki Pitolo,Red,0,0,12,13,1,0,0,1,Middleweight,SUB,1,3:41
UFC Fight Night: Lewis vs. Oleinik,http://www.ufcstats.com/event-details/7a82635ffa9b59fe,"Las Vegas, Nevada, USA",2020-08-08,http://www.ufcstats.com/fight-details/ad62675e819e92fc,Yana Santos,Julija Stoliarenko,Red,0,0,6,43,0,1,0,0,Women's Bantamweight,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Oleinik,http://www.ufcstats.com/event-details/7a82635ffa9b59fe,"Las Vegas, Nevada, USA",2020-08-08,http://www.ufcstats.com/fight-details/cfb189e326553f0a,Beneil Dariush,Scott Holtzman,Red,0,1,9,36,0,0,0,0,Lightweight,KO/TKO,1,4:38
UFC Fight Night: Lewis vs. Oleinik,http://www.ufcstats.com/event-details/7a82635ffa9b59fe,"Las Vegas, Nevada, USA",2020-08-08,http://www.ufcstats.com/fight-details/6f1892ed71d943d7,Tim Means,Laureano Staropoli,Red,0,1,71,85,0,2,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Oleinik,http://www.ufcstats.com/event-details/7a82635ffa9b59fe,"Las Vegas, Nevada, USA",2020-08-08,http://www.ufcstats.com/fight-details/26173f6491300eaa,Nasrat Haqparast,Alexander Munoz,Red,0,0,37,104,1,0,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Oleinik,http://www.ufcstats.com/event-details/7a82635ffa9b59fe,"Las Vegas, Nevada, USA",2020-08-08,http://www.ufcstats.com/fight-details/e8f4e8ff49678b44,Andrew Sanchez,Wellington Turman,Red,0,1,21,28,0,0,0,0,Middleweight,KO/TKO,1,4:14
UFC Fight Night: Lewis vs. Oleinik,http://www.ufcstats.com/event-details/7a82635ffa9b59fe,"Las Vegas, Nevada, USA",2020-08-08,http://www.ufcstats.com/fight-details/1308213458d8596b,Gavin Tucker,Justin Jaynes,Red,1,0,41,87,0,1,1,4,Featherweight,SUB,3,1:43
UFC Fight Night: Lewis vs. Oleinik,http://www.ufcstats.com/event-details/7a82635ffa9b59fe,"Las Vegas, Nevada, USA",2020-08-08,http://www.ufcstats.com/fight-details/e255fc129f225a55,Youssef Zalal,Peter Barrett,Red,0,1,23,54,0,3,0,3,Featherweight,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Oleinik,http://www.ufcstats.com/event-details/7a82635ffa9b59fe,"Las Vegas, Nevada, USA",2020-08-08,http://www.ufcstats.com/fight-details/5c8d9d893d163d51,Irwin Rivera,Ali AlQaisi,Red,0,0,44,36,2,2,1,0,Bantamweight,S-DEC,3,5:00
UFC Fight Night: Lewis vs. Oleinik,http://www.ufcstats.com/event-details/7a82635ffa9b59fe,"Las Vegas, Nevada, USA",2020-08-08,http://www.ufcstats.com/fight-details/05f6459d1f3ed13f,Kevin Holland,Joaquin Buckley,Red,0,2,40,79,0,0,0,0,Middleweight,KO/TKO,3,0:32
UFC 252: Miocic vs. Cormier 3,http://www.ufcstats.com/event-details/bda04c573563cc2e,"Las Vegas, Nevada, USA",2020-08-15,http://www.ufcstats.com/fight-details/3bdacc82209b33f5,Stipe Miocic,Daniel Cormier,Red,0,1,105,115,1,0,0,0,Heavyweight,U-DEC,5,5:00
UFC 252: Miocic vs. Cormier 3,http://www.ufcstats.com/event-details/bda04c573563cc2e,"Las Vegas, Nevada, USA",2020-08-15,http://www.ufcstats.com/fight-details/7200343d2e957cf3,Marlon Vera,Sean O'Malley,Red,0,0,10,18,0,0,0,0,Bantamweight,KO/TKO,1,4:40
UFC 252: Miocic vs. Cormier 3,http://www.ufcstats.com/event-details/bda04c573563cc2e,"Las Vegas, Nevada, USA",2020-08-15,http://www.ufcstats.com/fight-details/dc24c4759651c6ad,Jairzinho Rozenstruik,Junior Dos Santos,Red,0,1,24,42,0,0,0,0,Heavyweight,KO/TKO,2,3:47
UFC 252: Miocic vs. Cormier 3,http://www.ufcstats.com/event-details/bda04c573563cc2e,"Las Vegas, Nevada, USA",2020-08-15,http://www.ufcstats.com/fight-details/57939328c1214107,Merab Dvalishvili,John Dodson,Red,0,0,27,50,0,2,0,0,Bantamweight,U-DEC,3,5:00
UFC 252: Miocic vs. Cormier 3,http://www.ufcstats.com/event-details/bda04c573563cc2e,"Las Vegas, Nevada, USA",2020-08-15,http://www.ufcstats.com/fight-details/0d9e9127c62811f9,Daniel Pineda,Herbert Burns,Red,0,0,10,57,3,1,0,0,Featherweight,KO/TKO,2,4:37
UFC 252: Miocic vs. Cormier 3,http://www.ufcstats.com/event-details/bda04c573563cc2e,"Las Vegas, Nevada, USA",2020-08-15,http://www.ufcstats.com/fight-details/5081319e58f9759f,Virna Jandiroba,Felice Herrig,Red,0,0,1,4,0,1,0,2,Women's Strawweight,SUB,1,1:44
UFC 252: Miocic vs. Cormier 3,http://www.ufcstats.com/event-details/bda04c573563cc2e,"Las Vegas, Nevada, USA",2020-08-15,http://www.ufcstats.com/fight-details/3e4b8bd71e8bceb2,Danny Chavez,TJ Brown,Red,0,0,43,49,0,4,0,0,Featherweight,U-DEC,3,5:00
UFC 252: Miocic vs. Cormier 3,http://www.ufcstats.com/event-details/bda04c573563cc2e,"Las Vegas, Nevada, USA",2020-08-15,http://www.ufcstats.com/fight-details/745bdd823161da89,Livinha Souza,Ashley Yoder,Red,0,0,32,46,0,1,0,0,Women's Strawweight,U-DEC,3,5:00
UFC 252: Miocic vs. Cormier 3,http://www.ufcstats.com/event-details/bda04c573563cc2e,"Las Vegas, Nevada, USA",2020-08-15,http://www.ufcstats.com/fight-details/2e9ad55f2e2f7c56,Chris Daukaus,Parker Porter,Red,0,2,17,37,0,0,0,0,Heavyweight,KO/TKO,1,4:28
UFC 252: Miocic vs. Cormier 3,http://www.ufcstats.com/event-details/bda04c573563cc2e,"Las Vegas, Nevada, USA",2020-08-15,http://www.ufcstats.com/fight-details/86deadaab9905a03,Kai Kamaka,Tony Kelley,Red,0,0,114,114,0,5,0,0,Featherweight,U-DEC,3,5:00
UFC 252: Miocic vs. Cormier 3,http://www.ufcstats.com/event-details/bda04c573563cc2e,"Las Vegas, Nevada, USA",2020-08-15,http://www.ufcstats.com/fight-details/054794810817c1cc,Vinc Pichel,Jim Miller,Red,0,0,14,41,2,3,2,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Munhoz vs. Edgar,http://www.ufcstats.com/event-details/af1e5c64b8663aa0,"Las Vegas, Nevada, USA",2020-08-22,http://www.ufcstats.com/fight-details/5d9a3bfdcd28abb8,Mike Rodriguez,Marcin Prachnio,Red,0,1,14,21,0,0,0,0,Light Heavyweight,KO/TKO,1,2:17
UFC Fight Night: Munhoz vs. Edgar,http://www.ufcstats.com/event-details/af1e5c64b8663aa0,"Las Vegas, Nevada, USA",2020-08-22,http://www.ufcstats.com/fight-details/23e548f618dd0e5f,Joe Solecki,Austin Hubbard,Red,0,0,9,13,0,0,0,1,Lightweight,SUB,1,3:51
UFC Fight Night: Munhoz vs. Edgar,http://www.ufcstats.com/event-details/af1e5c64b8663aa0,"Las Vegas, Nevada, USA",2020-08-22,http://www.ufcstats.com/fight-details/37a6fc5e69a7932d,Shana Dobson,Mariya Agapova,Red,0,0,22,24,2,2,0,0,Women's Flyweight,KO/TKO,2,1:38
UFC Fight Night: Munhoz vs. Edgar,http://www.ufcstats.com/event-details/af1e5c64b8663aa0,"Las Vegas, Nevada, USA",2020-08-22,http://www.ufcstats.com/fight-details/dfe14e13aa727a0c,Frankie Edgar,Pedro Munhoz,Red,0,0,166,135,0,2,0,0,Bantamweight,S-DEC,5,5:00
UFC Fight Night: Munhoz vs. Edgar,http://www.ufcstats.com/event-details/af1e5c64b8663aa0,"Las Vegas, Nevada, USA",2020-08-22,http://www.ufcstats.com/fight-details/0a3e48cdd97267f4,Amanda Lemos,Mizuki,Red,0,1,57,83,0,2,0,0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Munhoz vs. Edgar,http://www.ufcstats.com/event-details/af1e5c64b8663aa0,"Las Vegas, Nevada, USA",2020-08-22,http://www.ufcstats.com/fight-details/0ccc86f7d0e84c3e,Jordan Wright,Ike Villanueva,Red,0,1,7,15,0,0,0,0,Light Heavyweight,KO/TKO,1,1:31
UFC Fight Night: Munhoz vs. Edgar,http://www.ufcstats.com/event-details/af1e5c64b8663aa0,"Las Vegas, Nevada, USA",2020-08-22,http://www.ufcstats.com/fight-details/949619e1b1de9e5f,Matthew Semelsberger,Carlton Minus,Red,0,1,77,118,0,2,0,1,Welterweight,U-DEC,3,5:00
UFC Fight Night: Munhoz vs. Edgar,http://www.ufcstats.com/event-details/af1e5c64b8663aa0,"Las Vegas, Nevada, USA",2020-08-22,http://www.ufcstats.com/fight-details/7ada9af99946d456,Timur Valiev,Trevin Jones,Blue,1,1,26,66,1,0,0,0,Catch Weight,Overturned,2,1:59
UFC Fight Night: Munhoz vs. Edgar,http://www.ufcstats.com/event-details/af1e5c64b8663aa0,"Las Vegas, Nevada, USA",2020-08-22,http://www.ufcstats.com/fight-details/cfa0dbc7534f3545,Daniel Rodriguez,Dwight Grant,Red,1,3,30,15,0,0,0,0,Welterweight,KO/TKO,1,2:24
UFC Fight Night: Smith vs. Rakic,http://www.ufcstats.com/event-details/e29cf523ebd155c5,"Las Vegas, Nevada, USA",2020-08-29,http://www.ufcstats.com/fight-details/1ff4586752ee8a93,Aleksandar Rakic,Anthony Smith,Red,0,1,9,44,0,0,0,0,Light Heavyweight,U-DEC,3,5:00
UFC Fight Night: Smith vs. Rakic,http://www.ufcstats.com/event-details/e29cf523ebd155c5,"Las Vegas, Nevada, USA",2020-08-29,http://www.ufcstats.com/fight-details/864cddd6e165ea2d,Neil Magny,Robbie Lawler,Red,0,0,26,62,0,4,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Smith vs. Rakic,http://www.ufcstats.com/event-details/e29cf523ebd155c5,"Las Vegas, Nevada, USA",2020-08-29,http://www.ufcstats.com/fight-details/0a9f22de8600c762,Alexa Grasso,Ji Yeon Kim,Red,0,0,68,88,0,1,0,0,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Smith vs. Rakic,http://www.ufcstats.com/event-details/e29cf523ebd155c5,"Las Vegas, Nevada, USA",2020-08-29,http://www.ufcstats.com/fight-details/3a8e4b830750e9d4,Ricardo Lamas,Bill Algeo,Red,0,0,89,104,1,5,0,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Smith vs. Rakic,http://www.ufcstats.com/event-details/e29cf523ebd155c5,"Las Vegas, Nevada, USA",2020-08-29,http://www.ufcstats.com/fight-details/0a7517a16d2d9db6,Zak Cummings,Alessio Di Chirico,Red,0,1,53,54,0,0,0,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Smith vs. Rakic,http://www.ufcstats.com/event-details/e29cf523ebd155c5,"Las Vegas, Nevada, USA",2020-08-29,http://www.ufcstats.com/fight-details/d43c007dab9c51b0,Alex Caceres,Austin Springer,Red,0,0,14,18,0,0,0,1,Featherweight,SUB,1,3:38
UFC Fight Night: Smith vs. Rakic,http://www.ufcstats.com/event-details/e29cf523ebd155c5,"Las Vegas, Nevada, USA",2020-08-29,http://www.ufcstats.com/fight-details/c5ba56d51f6b0171,Sean Brady,Christian Aguilera,Red,0,0,16,34,0,2,0,2,Welterweight,SUB,2,1:47
UFC Fight Night: Smith vs. Rakic,http://www.ufcstats.com/event-details/e29cf523ebd155c5,"Las Vegas, Nevada, USA",2020-08-29,http://www.ufcstats.com/fight-details/16358c536d739017,Polyana Viana,Emily Whitmire,Red,0,0,2,9,0,0,0,1,Women's Strawweight,SUB,1,1:53
UFC Fight Night: Smith vs. Rakic,http://www.ufcstats.com/event-details/e29cf523ebd155c5,"Las Vegas, Nevada, USA",2020-08-29,http://www.ufcstats.com/fight-details/e1e31a8dfa9c27f6,Mallory Martin,Hannah Cifers,Red,1,0,49,22,0,1,0,1,Women's Strawweight,SUB,2,1:33
UFC Fight Night: Smith vs. Rakic,http://www.ufcstats.com/event-details/e29cf523ebd155c5,"Las Vegas, Nevada, USA",2020-08-29,http://www.ufcstats.com/fight-details/eb9097be07a3c26a,Impa Kasanganay,Maki Pitolo,Red,0,0,71,85,0,0,0,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Overeem vs. Sakai,http://www.ufcstats.com/event-details/542db012217ecb83,"Las Vegas, Nevada, USA",2020-09-05,http://www.ufcstats.com/fight-details/0e809b7e37681783,Ovince Saint Preux,Alonzo Menifield,Red,0,1,19,33,0,0,0,0,Light Heavyweight,KO/TKO,2,4:07
UFC Fight Night: Overeem vs. Sakai,http://www.ufcstats.com/event-details/542db012217ecb83,"Las Vegas, Nevada, USA",2020-09-05,http://www.ufcstats.com/fight-details/24341a8cf1152c5c,Alistair Overeem,Augusto Sakai,Red,0,0,99,92,0,3,0,0,Heavyweight,KO/TKO,5,0:26
UFC Fight Night: Overeem vs. Sakai,http://www.ufcstats.com/event-details/542db012217ecb83,"Las Vegas, Nevada, USA",2020-09-05,http://www.ufcstats.com/fight-details/0f279b25ccbecc76,Michel Pereira,Zelim Imadaev,Red,0,0,23,88,0,1,0,1,Welterweight,SUB,3,4:39
UFC Fight Night: Overeem vs. Sakai,http://www.ufcstats.com/event-details/542db012217ecb83,"Las Vegas, Nevada, USA",2020-09-05,http://www.ufcstats.com/fight-details/7340b4cbdbac5863,Hunter Azure,Cole Smith,Red,0,1,31,42,2,5,3,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Overeem vs. Sakai,http://www.ufcstats.com/event-details/542db012217ecb83,"Las Vegas, Nevada, USA",2020-09-05,http://www.ufcstats.com/fight-details/7595aabe89020780,Brian Kelleher,Ray Rodriguez,Red,0,0,1,1,1,0,0,1,Featherweight,SUB,1,0:39
UFC Fight Night: Overeem vs. Sakai,http://www.ufcstats.com/event-details/542db012217ecb83,"Las Vegas, Nevada, USA",2020-09-05,http://www.ufcstats.com/fight-details/7930c605c6a6ec88,Viviane Araujo,Montana De La Rosa,Red,0,0,85,82,1,0,0,0,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Overeem vs. Sakai,http://www.ufcstats.com/event-details/542db012217ecb83,"Las Vegas, Nevada, USA",2020-09-05,http://www.ufcstats.com/fight-details/e8206c7380441fbb,Andre Muniz,Bartosz Fabinski,Red,0,0,5,4,1,0,0,2,Middleweight,SUB,1,2:42
UFC Fight Night: Waterson vs. Hill,http://www.ufcstats.com/event-details/9c37681096c6f3a9,"Las Vegas, Nevada, USA",2020-09-12,http://www.ufcstats.com/fight-details/0ffbf3096a13b47e,Michelle Waterson-Gomez,Angela Hill,Red,0,0,131,128,0,1,0,0,Women's Strawweight,S-DEC,5,5:00
UFC Fight Night: Waterson vs. Hill,http://www.ufcstats.com/event-details/9c37681096c6f3a9,"Las Vegas, Nevada, USA",2020-09-12,http://www.ufcstats.com/fight-details/1ed8776f978a0155,Ottman Azaitar,Khama Worthy,Red,0,0,1,16,0,0,0,0,Lightweight,KO/TKO,1,1:33
UFC Fight Night: Waterson vs. Hill,http://www.ufcstats.com/event-details/9c37681096c6f3a9,"Las Vegas, Nevada, USA",2020-09-12,http://www.ufcstats.com/fight-details/764012f51c7dc223,Roxanne Modafferi,Andrea Lee,Red,0,0,97,60,3,4,0,0,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Waterson vs. Hill,http://www.ufcstats.com/event-details/9c37681096c6f3a9,"Las Vegas, Nevada, USA",2020-09-12,http://www.ufcstats.com/fight-details/06910bddb0745856,King Green,Alan Patrick,Red,0,0,19,61,1,4,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Waterson vs. Hill,http://www.ufcstats.com/event-details/9c37681096c6f3a9,"Las Vegas, Nevada, USA",2020-09-12,http://www.ufcstats.com/fight-details/c58aaabf2c5635d7,Billy Quarantillo,Kyle Nelson,Red,0,1,56,79,0,2,0,0,Featherweight,KO/TKO,3,0:07
UFC Fight Night: Waterson vs. Hill,http://www.ufcstats.com/event-details/9c37681096c6f3a9,"Las Vegas, Nevada, USA",2020-09-12,http://www.ufcstats.com/fight-details/3901d9cdbb0949bc,Ed Herman,Mike Rodriguez,Red,2,0,89,40,0,2,0,1,Light Heavyweight,SUB,3,2:41
UFC Fight Night: Waterson vs. Hill,http://www.ufcstats.com/event-details/9c37681096c6f3a9,"Las Vegas, Nevada, USA",2020-09-12,http://www.ufcstats.com/fight-details/e1bb0b615c02d715,Roosevelt Roberts,Kevin Croom,Blue,1,0,5,2,0,0,1,0,Lightweight,Overturned,1,0:31
UFC Fight Night: Waterson vs. Hill,http://www.ufcstats.com/event-details/9c37681096c6f3a9,"Las Vegas, Nevada, USA",2020-09-12,http://www.ufcstats.com/fight-details/2461756d8acd56d2,Alexandr Romanov,Roque Martinez,Red,0,0,7,55,0,4,0,2,Heavyweight,SUB,2,4:22
UFC Fight Night: Waterson vs. Hill,http://www.ufcstats.com/event-details/9c37681096c6f3a9,"Las Vegas, Nevada, USA",2020-09-12,http://www.ufcstats.com/fight-details/bcc9dca5136fc765,Jalin Turner,Brok Weaver,Red,0,2,56,66,1,1,0,1,Catch Weight,SUB,2,4:20
UFC Fight Night: Waterson vs. Hill,http://www.ufcstats.com/event-details/9c37681096c6f3a9,"Las Vegas, Nevada, USA",2020-09-12,http://www.ufcstats.com/fight-details/463fc1fd1f17befb,Bryan Barberena,Anthony Ivy,Red,0,0,36,63,5,0,0,2,Welterweight,U-DEC,3,5:00
UFC Fight Night: Waterson vs. Hill,http://www.ufcstats.com/event-details/9c37681096c6f3a9,"Las Vegas, Nevada, USA",2020-09-12,http://www.ufcstats.com/fight-details/ed8fb10b596e6fa4,Sabina Mazo,Justine Kish,Red,0,1,93,131,1,0,0,1,Women's Flyweight,SUB,3,3:57
UFC Fight Night: Waterson vs. Hill,http://www.ufcstats.com/event-details/9c37681096c6f3a9,"Las Vegas, Nevada, USA",2020-09-12,http://www.ufcstats.com/fight-details/cf0e0f95524f187a,Sijara Eubanks,Julia Avila,Red,0,0,34,53,1,3,0,3,Women's Bantamweight,U-DEC,3,5:00
UFC Fight Night: Covington vs. Woodley,http://www.ufcstats.com/event-details/831b937811804dad,"Las Vegas, Nevada, USA",2020-09-19,http://www.ufcstats.com/fight-details/859ca56770ac7672,Mackenzie Dern,Randa Markos,Red,0,0,3,9,0,0,0,5,Women's Strawweight,SUB,1,3:44
UFC Fight Night: Covington vs. Woodley,http://www.ufcstats.com/event-details/831b937811804dad,"Las Vegas, Nevada, USA",2020-09-19,http://www.ufcstats.com/fight-details/ca531425f5c042db,Colby Covington,Tyron Woodley,Red,0,0,34,78,1,3,0,0,Welterweight,KO/TKO,5,1:19
UFC Fight Night: Covington vs. Woodley,http://www.ufcstats.com/event-details/831b937811804dad,"Las Vegas, Nevada, USA",2020-09-19,http://www.ufcstats.com/fight-details/c0568b225d5f0fe6,Donald Cerrone,Niko Price,Blue,0,0,150,113,0,0,0,0,Welterweight,Overturned,3,5:00
UFC Fight Night: Covington vs. Woodley,http://www.ufcstats.com/event-details/831b937811804dad,"Las Vegas, Nevada, USA",2020-09-19,http://www.ufcstats.com/fight-details/498766b46b8b4a7f,Khamzat Chimaev,Gerald Meerschaert,Red,0,1,0,4,0,0,0,0,Middleweight,KO/TKO,1,0:17
UFC Fight Night: Covington vs. Woodley,http://www.ufcstats.com/event-details/831b937811804dad,"Las Vegas, Nevada, USA",2020-09-19,http://www.ufcstats.com/fight-details/1a484c452623181e,Johnny Walker,Ryan Spann,Red,2,0,7,26,2,0,0,0,Light Heavyweight,KO/TKO,1,2:43
UFC Fight Night: Covington vs. Woodley,http://www.ufcstats.com/event-details/831b937811804dad,"Las Vegas, Nevada, USA",2020-09-19,http://www.ufcstats.com/fight-details/78c3ca588e55bf31,Kevin Holland,Darren Stewart,Red,0,0,57,74,3,0,0,0,Middleweight,S-DEC,3,5:00
UFC Fight Night: Covington vs. Woodley,http://www.ufcstats.com/event-details/831b937811804dad,"Las Vegas, Nevada, USA",2020-09-19,http://www.ufcstats.com/fight-details/3a38b0b566f3045d,Andre Ewell,Irwin Rivera,Red,0,0,81,123,1,0,0,0,Bantamweight,S-DEC,3,5:00
UFC Fight Night: Covington vs. Woodley,http://www.ufcstats.com/event-details/831b937811804dad,"Las Vegas, Nevada, USA",2020-09-19,http://www.ufcstats.com/fight-details/aa08ebe1a69c76ca,Damon Jackson,Mirsad Bektic,Red,0,0,13,12,7,0,0,7,Featherweight,SUB,3,1:21
UFC Fight Night: Covington vs. Woodley,http://www.ufcstats.com/event-details/831b937811804dad,"Las Vegas, Nevada, USA",2020-09-19,http://www.ufcstats.com/fight-details/4f3cd94861c6a876,Mayra Bueno Silva,Mara Romero Borella,Red,0,0,6,2,1,0,0,1,Women's Flyweight,SUB,1,2:29
UFC Fight Night: Covington vs. Woodley,http://www.ufcstats.com/event-details/831b937811804dad,"Las Vegas, Nevada, USA",2020-09-19,http://www.ufcstats.com/fight-details/bf614956b28f231c,Jessica-Rose Clark,Sarah Alpar,Red,0,0,12,76,2,1,0,0,Women's Bantamweight,KO/TKO,3,4:21
UFC Fight Night: Covington vs. Woodley,http://www.ufcstats.com/event-details/831b937811804dad,"Las Vegas, Nevada, USA",2020-09-19,http://www.ufcstats.com/fight-details/36656dfa32341671,Darrick Minner,TJ Laramie,Red,0,0,0,15,0,0,0,1,Featherweight,SUB,1,0:52
UFC Fight Night: Covington vs. Woodley,http://www.ufcstats.com/event-details/831b937811804dad,"Las Vegas, Nevada, USA",2020-09-19,http://www.ufcstats.com/fight-details/42ecb9a94bebc24d,Randy Costa,Journey Newson,Red,0,1,1,4,0,0,0,0,Bantamweight,KO/TKO,1,0:41
UFC Fight Night: Covington vs. Woodley,http://www.ufcstats.com/event-details/831b937811804dad,"Las Vegas, Nevada, USA",2020-09-19,http://www.ufcstats.com/fight-details/579f3280456ad450,Tyson Nam,Jerome Rivera,Red,0,1,30,36,0,0,0,0,Bantamweight,KO/TKO,2,0:34
UFC Fight Night: Covington vs. Woodley,http://www.ufcstats.com/event-details/831b937811804dad,"Las Vegas, Nevada, USA",2020-09-19,http://www.ufcstats.com/fight-details/36807d8a7ebc84a5,David Dvorak,Jordan Espinosa,Red,0,0,50,68,0,0,0,0,Flyweight,U-DEC,3,5:00
UFC 253: Adesanya vs. Costa,http://www.ufcstats.com/event-details/e69c5ce12f4e762b,"Abu Dhabi, Abu Dhabi, United Arab Emirates",2020-09-26,http://www.ufcstats.com/fight-details/fd76b75c28dc247a,Israel Adesanya,Paulo Costa,Red,0,1,12,55,0,0,0,0,Middleweight,KO/TKO,2,3:59
UFC 253: Adesanya vs. Costa,http://www.ufcstats.com/event-details/e69c5ce12f4e762b,"Abu Dhabi, Abu Dhabi, United Arab Emirates",2020-09-26,http://www.ufcstats.com/fight-details/4c12c9085200121f,Jan Blachowicz,Dominick Reyes,Red,0,1,21,41,0,0,0,0,Light Heavyweight,KO/TKO,2,4:36
UFC 253: Adesanya vs. Costa,http://www.ufcstats.com/event-details/e69c5ce12f4e762b,"Abu Dhabi, Abu Dhabi, United Arab Emirates",2020-09-26,http://www.ufcstats.com/fight-details/9e674a02db6c03c8,Brandon Royval,Kai Kara-France,Red,1,2,22,39,0,0,0,1,Flyweight,SUB,2,0:48
UFC 253: Adesanya vs. Costa,http://www.ufcstats.com/event-details/e69c5ce12f4e762b,"Abu Dhabi, Abu Dhabi, United Arab Emirates",2020-09-26,http://www.ufcstats.com/fight-details/e842c6f63fa2e27a,Ketlen Vieira,Sijara Eubanks,Red,0,0,69,68,0,2,0,0,Women's Bantamweight,U-DEC,3,5:00
UFC 253: Adesanya vs. Costa,http://www.ufcstats.com/event-details/e69c5ce12f4e762b,"Abu Dhabi, Abu Dhabi, United Arab Emirates",2020-09-26,http://www.ufcstats.com/fight-details/5a00c73efbcf323e,Hakeem Dawodu,Zubaira Tukhugov,Red,0,0,35,69,1,0,0,0,Featherweight,S-DEC,3,5:00
UFC 253: Adesanya vs. Costa,http://www.ufcstats.com/event-details/e69c5ce12f4e762b,"Abu Dhabi, Abu Dhabi, United Arab Emirates",2020-09-26,http://www.ufcstats.com/fight-details/73dbbdfcf7f989c0,Jake Matthews,Diego Sanchez,Red,0,1,25,72,0,1,0,0,Welterweight,U-DEC,3,5:00
UFC 253: Adesanya vs. Costa,http://www.ufcstats.com/event-details/e69c5ce12f4e762b,"Abu Dhabi, Abu Dhabi, United Arab Emirates",2020-09-26,http://www.ufcstats.com/fight-details/eed8c9955cad1e30,Ludovit Klein,Shane Young,Red,0,1,4,9,0,0,0,0,Featherweight,KO/TKO,1,1:16
UFC 253: Adesanya vs. Costa,http://www.ufcstats.com/event-details/e69c5ce12f4e762b,"Abu Dhabi, Abu Dhabi, United Arab Emirates",2020-09-26,http://www.ufcstats.com/fight-details/5fb63c34935acce9,William Knight,Aleksa Camur,Red,0,0,17,38,1,4,0,1,Light Heavyweight,U-DEC,3,5:00
UFC 253: Adesanya vs. Costa,http://www.ufcstats.com/event-details/e69c5ce12f4e762b,"Abu Dhabi, Abu Dhabi, United Arab Emirates",2020-09-26,http://www.ufcstats.com/fight-details/8e7b2d62f834b417,Juan Espino,Jeff Hughes,Red,0,0,0,10,0,5,0,1,Heavyweight,SUB,1,3:48
UFC 253: Adesanya vs. Costa,http://www.ufcstats.com/event-details/e69c5ce12f4e762b,"Abu Dhabi, Abu Dhabi, United Arab Emirates",2020-09-26,http://www.ufcstats.com/fight-details/e10481ee3fda7080,Danilo Marques,Khadis Ibragimov,Red,0,0,19,16,0,4,1,0,Light Heavyweight,U-DEC,3,5:00
