Event Name,Event Link,Location,Date,Fight Link,Fighter_R,Fighter_B,Winner,Fighter_B_KD,Fighter_R_KD,Fighter_B_STR,Fighter_R_STR,Fighter_B_TD,Fighter_R_TD,Fighter_B_SUB,Fighter_R_SUB,Weight Class,Method,Round,Time
UFC Fight Night: Oezdemir vs. Smith,http://www.ufcstats.com/event-details/33a331684283900f,"Moncton, New Brunswick, Canada",2018-10-27,http://www.ufcstats.com/fight-details/53bb7c4a606d60c0,Stevie Ray,Jessin Ayari,Red,0,0,63,75,0,0,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Oezdemir vs. Smith,http://www.ufcstats.com/event-details/33a331684283900f,"Moncton, New Brunswick, Canada",2018-10-27,http://www.ufcstats.com/fight-details/96b59d89ecac66d0,Anthony Smith,Volkan Oezdemir,Red,0,0,77,63,1,1,0,2,Light Heavyweight,SUB,3,4:26
UFC Fight Night: Oezdemir vs. Smith,http://www.ufcstats.com/event-details/33a331684283900f,"Moncton, New Brunswick, Canada",2018-10-27,http://www.ufcstats.com/fight-details/e202f273220aa533,Michael Johnson,Artem Lobov,Red,0,0,67,99,0,1,0,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Oezdemir vs. Smith,http://www.ufcstats.com/event-details/33a331684283900f,"Moncton, New Brunswick, Canada",2018-10-27,http://www.ufcstats.com/fight-details/a9a770bac1261af9,Misha Cirkunov,Patrick Cummins,Red,0,0,3,11,0,1,0,2,Light Heavyweight,SUB,1,2:40
UFC Fight Night: Oezdemir vs. Smith,http://www.ufcstats.com/event-details/33a331684283900f,"Moncton, New Brunswick, Canada",2018-10-27,http://www.ufcstats.com/fight-details/e1eeb61d0669ce45,Andre Soukhamthath,Jonathan Martinez,Red,0,2,71,79,1,3,0,1,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Oezdemir vs. Smith,http://www.ufcstats.com/event-details/33a331684283900f,"Moncton, New Brunswick, Canada",2018-10-27,http://www.ufcstats.com/fight-details/53d6e37063f9c404,Gian Villante,Ed Herman,Red,0,0,84,81,0,0,0,0,Light Heavyweight,S-DEC,3,5:00
UFC Fight Night: Oezdemir vs. Smith,http://www.ufcstats.com/event-details/33a331684283900f,"Moncton, New Brunswick, Canada",2018-10-27,http://www.ufcstats.com/fight-details/4f42acd810ed5173,Arjan Bhullar,Marcelo Golm,Red,0,0,43,47,0,1,0,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Oezdemir vs. Smith,http://www.ufcstats.com/event-details/33a331684283900f,"Moncton, New Brunswick, Canada",2018-10-27,http://www.ufcstats.com/fight-details/6fd7f6f1deaef4e8,Sean Strickland,Nordine Taleb,Red,0,1,48,65,0,0,0,0,Welterweight,KO/TKO,2,3:10
UFC Fight Night: Oezdemir vs. Smith,http://www.ufcstats.com/event-details/33a331684283900f,"Moncton, New Brunswick, Canada",2018-10-27,http://www.ufcstats.com/fight-details/3d7ea6012fd8f786,Nasrat Haqparast,Thibault Gouti,Red,0,1,78,124,0,0,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Oezdemir vs. Smith,http://www.ufcstats.com/event-details/33a331684283900f,"Moncton, New Brunswick, Canada",2018-10-27,http://www.ufcstats.com/fight-details/bd0622b184ab4f28,Calvin Kattar,Chris Fishgold,Red,0,1,20,24,1,0,0,0,Featherweight,KO/TKO,1,4:11
UFC Fight Night: Oezdemir vs. Smith,http://www.ufcstats.com/event-details/33a331684283900f,"Moncton, New Brunswick, Canada",2018-10-27,http://www.ufcstats.com/fight-details/8dcfa933877e3a0b,Talita Bernardo,Sarah Moras,Red,0,0,37,60,1,2,0,1,Women's Bantamweight,U-DEC,3,5:00
UFC Fight Night: Oezdemir vs. Smith,http://www.ufcstats.com/event-details/33a331684283900f,"Moncton, New Brunswick, Canada",2018-10-27,http://www.ufcstats.com/fight-details/9d204f44a9988b93,Don Madge,Te Edwards,Red,0,2,5,21,1,0,0,1,Lightweight,KO/TKO,2,0:14
UFC Fight Night: Oezdemir vs. Smith,http://www.ufcstats.com/event-details/33a331684283900f,"Moncton, New Brunswick, Canada",2018-10-27,http://www.ufcstats.com/fight-details/8a08b8043f83d245,Court McGee,Alex Garcia,Red,0,1,27,51,1,2,0,0,Welterweight,U-DEC,3,5:00
UFC 230: Cormier vs. Lewis,http://www.ufcstats.com/event-details/20821819c401ced8,"New York City, New York, USA",2018-11-03,http://www.ufcstats.com/fight-details/e9700d51ec2b940b,Daniel Cormier,Derrick Lewis,Red,0,0,4,19,0,4,0,1,Heavyweight,SUB,2,2:14
UFC 230: Cormier vs. Lewis,http://www.ufcstats.com/event-details/20821819c401ced8,"New York City, New York, USA",2018-11-03,http://www.ufcstats.com/fight-details/c037cdc1de53de8e,Jacare Souza,Chris Weidman,Red,0,1,68,74,1,0,0,0,Middleweight,KO/TKO,3,2:46
UFC 230: Cormier vs. Lewis,http://www.ufcstats.com/event-details/20821819c401ced8,"New York City, New York, USA",2018-11-03,http://www.ufcstats.com/fight-details/b4ec3e067604f90a,Jared Cannonier,David Branch,Red,0,1,10,26,3,0,0,0,Middleweight,KO/TKO,2,0:39
UFC 230: Cormier vs. Lewis,http://www.ufcstats.com/event-details/20821819c401ced8,"New York City, New York, USA",2018-11-03,http://www.ufcstats.com/fight-details/7aede55e4e47c698,Karl Roberson,Jack Marshman,Red,0,0,21,34,0,2,0,0,Middleweight,U-DEC,3,5:00
UFC 230: Cormier vs. Lewis,http://www.ufcstats.com/event-details/20821819c401ced8,"New York City, New York, USA",2018-11-03,http://www.ufcstats.com/fight-details/e4e1d12441b90866,Israel Adesanya,Derek Brunson,Red,0,3,3,13,0,0,0,0,Middleweight,KO/TKO,1,4:51
UFC 230: Cormier vs. Lewis,http://www.ufcstats.com/event-details/20821819c401ced8,"New York City, New York, USA",2018-11-03,http://www.ufcstats.com/fight-details/78bb2b441917848c,Jordan Rinaldi,Jason Knight,Red,0,0,12,20,0,3,0,2,Featherweight,U-DEC,3,5:00
UFC 230: Cormier vs. Lewis,http://www.ufcstats.com/event-details/20821819c401ced8,"New York City, New York, USA",2018-11-03,http://www.ufcstats.com/fight-details/752f19e9c201ea57,Sijara Eubanks,Roxanne Modafferi,Red,0,1,28,57,1,3,0,0,Women's Flyweight,U-DEC,3,5:00
UFC 230: Cormier vs. Lewis,http://www.ufcstats.com/event-details/20821819c401ced8,"New York City, New York, USA",2018-11-03,http://www.ufcstats.com/fight-details/41be95916aef568f,Sheymon Moraes,Julio Arce,Red,0,2,25,32,1,0,2,0,Featherweight,S-DEC,3,5:00
UFC 230: Cormier vs. Lewis,http://www.ufcstats.com/event-details/20821819c401ced8,"New York City, New York, USA",2018-11-03,http://www.ufcstats.com/fight-details/b8b2cdf962cc65a0,Lyman Good,Ben Saunders,Red,0,1,12,14,0,0,0,0,Welterweight,KO/TKO,1,1:32
UFC 230: Cormier vs. Lewis,http://www.ufcstats.com/event-details/20821819c401ced8,"New York City, New York, USA",2018-11-03,http://www.ufcstats.com/fight-details/df9aa51f6ccdfe02,Matt Frevola,Lando Vannata,Blue,2,0,67,66,1,2,1,1,Lightweight,M-DEC,3,5:00
UFC 230: Cormier vs. Lewis,http://www.ufcstats.com/event-details/20821819c401ced8,"New York City, New York, USA",2018-11-03,http://www.ufcstats.com/fight-details/3729ff914eaede07,Shane Burgos,Kurt Holobaugh,Red,1,0,21,17,0,0,0,1,Featherweight,SUB,1,2:11
UFC 230: Cormier vs. Lewis,http://www.ufcstats.com/event-details/20821819c401ced8,"New York City, New York, USA",2018-11-03,http://www.ufcstats.com/fight-details/33116969380185a9,Marcos Rogerio de Lima,Adam Wieczorek,Red,0,0,7,28,1,3,0,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Korean Zombie vs. Rodriguez,http://www.ufcstats.com/event-details/42c96a9c4802e2e1,"Denver, Colorado, USA",2018-11-10,http://www.ufcstats.com/fight-details/0ccd16201ac41ef8,Yair Rodriguez,Chan Sung Jung,Red,0,1,126,119,0,0,0,0,Featherweight,KO/TKO,5,4:59
UFC Fight Night: Korean Zombie vs. Rodriguez,http://www.ufcstats.com/event-details/42c96a9c4802e2e1,"Denver, Colorado, USA",2018-11-10,http://www.ufcstats.com/fight-details/46cfd4aaa02ce202,Donald Cerrone,Mike Perry,Red,0,0,11,9,1,0,0,1,Welterweight,SUB,1,4:46
UFC Fight Night: Korean Zombie vs. Rodriguez,http://www.ufcstats.com/event-details/42c96a9c4802e2e1,"Denver, Colorado, USA",2018-11-10,http://www.ufcstats.com/fight-details/0a667143584a2d96,Germaine de Randamie,Raquel Pennington,Red,0,0,24,42,0,0,0,0,Women's Bantamweight,U-DEC,3,5:00
UFC Fight Night: Korean Zombie vs. Rodriguez,http://www.ufcstats.com/event-details/42c96a9c4802e2e1,"Denver, Colorado, USA",2018-11-10,http://www.ufcstats.com/fight-details/14cf0828d6e373ab,Beneil Dariush,Thiago Moises,Red,0,0,8,44,0,4,4,2,Lightweight,U-DEC,3,5:00
UFC Fight Night: Korean Zombie vs. Rodriguez,http://www.ufcstats.com/event-details/42c96a9c4802e2e1,"Denver, Colorado, USA",2018-11-10,http://www.ufcstats.com/fight-details/17f69a241aa952fd,Maycee Barber,Hannah Cifers,Red,0,0,41,68,0,1,0,0,Women's Strawweight,KO/TKO,2,2:01
UFC Fight Night: Korean Zombie vs. Rodriguez,http://www.ufcstats.com/event-details/42c96a9c4802e2e1,"Denver, Colorado, USA",2018-11-10,http://www.ufcstats.com/fight-details/2c84f2cb1bb23ab8,Michael Trizano,Luis Pena,Red,0,0,23,51,1,1,0,1,Lightweight,S-DEC,3,5:00
UFC Fight Night: Korean Zombie vs. Rodriguez,http://www.ufcstats.com/event-details/42c96a9c4802e2e1,"Denver, Colorado, USA",2018-11-10,http://www.ufcstats.com/fight-details/bd5efa4b53dc1642,Ashley Yoder,Amanda Cooper,Red,0,0,51,38,2,1,2,3,Women's Strawweight,S-DEC,3,5:00
UFC Fight Night: Korean Zombie vs. Rodriguez,http://www.ufcstats.com/event-details/42c96a9c4802e2e1,"Denver, Colorado, USA",2018-11-10,http://www.ufcstats.com/fight-details/04d37c1c206c0efd,Chas Skelly,Bobby Moffett,Blue,0,0,20,30,1,1,1,0,Featherweight,Overturned,2,2:43
UFC Fight Night: Korean Zombie vs. Rodriguez,http://www.ufcstats.com/event-details/42c96a9c4802e2e1,"Denver, Colorado, USA",2018-11-10,http://www.ufcstats.com/fight-details/933cf2674503c63d,Davi Ramos,John Gunther,Red,0,0,1,4,0,1,0,1,Lightweight,SUB,1,1:57
UFC Fight Night: Korean Zombie vs. Rodriguez,http://www.ufcstats.com/event-details/42c96a9c4802e2e1,"Denver, Colorado, USA",2018-11-10,http://www.ufcstats.com/fight-details/79fb77a0b0294aec,Devonte Smith,Julian Erosa,Red,0,1,4,13,0,0,0,0,Lightweight,KO/TKO,1,0:46
UFC Fight Night: Korean Zombie vs. Rodriguez,http://www.ufcstats.com/event-details/42c96a9c4802e2e1,"Denver, Colorado, USA",2018-11-10,http://www.ufcstats.com/fight-details/3210723fbb018fa7,Eric Shelton,Joseph Morales,Red,0,0,24,16,1,7,4,0,Flyweight,S-DEC,3,5:00
UFC Fight Night: Korean Zombie vs. Rodriguez,http://www.ufcstats.com/event-details/42c96a9c4802e2e1,"Denver, Colorado, USA",2018-11-10,http://www.ufcstats.com/fight-details/38abefbf24624a35,Mark De La Rosa,Joby Sanchez,Red,0,0,55,66,0,0,0,0,Bantamweight,S-DEC,3,5:00
UFC Fight Night: Magny vs. Ponzinibbio,http://www.ufcstats.com/event-details/aa3153a9941b4d44,"Buenos Aires, Buenos Aires, Argentina",2018-11-17,http://www.ufcstats.com/fight-details/7e695ad026b2ec66,Santiago Ponzinibbio,Neil Magny,Red,0,2,72,79,0,0,0,0,Welterweight,KO/TKO,4,2:36
UFC Fight Night: Magny vs. Ponzinibbio,http://www.ufcstats.com/event-details/aa3153a9941b4d44,"Buenos Aires, Buenos Aires, Argentina",2018-11-17,http://www.ufcstats.com/fight-details/f9ab603b763998f7,Ricardo Lamas,Darren Elkins,Red,0,0,62,70,3,3,0,0,Featherweight,KO/TKO,3,4:09
UFC Fight Night: Magny vs. Ponzinibbio,http://www.ufcstats.com/event-details/aa3153a9941b4d44,"Buenos Aires, Buenos Aires, Argentina",2018-11-17,http://www.ufcstats.com/fight-details/51ce499611a5df68,Johnny Walker,Khalil Rountree Jr.,Red,0,1,4,10,0,0,0,0,Light Heavyweight,KO/TKO,1,1:57
UFC Fight Night: Magny vs. Ponzinibbio,http://www.ufcstats.com/event-details/aa3153a9941b4d44,"Buenos Aires, Buenos Aires, Argentina",2018-11-17,http://www.ufcstats.com/fight-details/3bde8910fabf0dd3,Ian Heinisch,Cezar Ferreira,Red,0,1,26,55,5,1,0,2,Middleweight,U-DEC,3,5:00
UFC Fight Night: Magny vs. Ponzinibbio,http://www.ufcstats.com/event-details/aa3153a9941b4d44,"Buenos Aires, Buenos Aires, Argentina",2018-11-17,http://www.ufcstats.com/fight-details/b9a3b520e68f8142,Marlon Vera,Guido Cannetti,Red,0,1,24,24,2,2,0,2,Bantamweight,SUB,2,1:31
UFC Fight Night: Magny vs. Ponzinibbio,http://www.ufcstats.com/event-details/aa3153a9941b4d44,"Buenos Aires, Buenos Aires, Argentina",2018-11-17,http://www.ufcstats.com/fight-details/99bfad1679112591,Cynthia Calvillo,Poliana Botelho,Red,0,0,6,22,0,2,0,1,Women's Strawweight,SUB,1,4:48
UFC Fight Night: Magny vs. Ponzinibbio,http://www.ufcstats.com/event-details/aa3153a9941b4d44,"Buenos Aires, Buenos Aires, Argentina",2018-11-17,http://www.ufcstats.com/fight-details/410aca28fda60f76,Michel Prazeres,Bartosz Fabinski,Red,0,1,1,18,0,1,0,1,Welterweight,SUB,1,1:02
UFC Fight Night: Magny vs. Ponzinibbio,http://www.ufcstats.com/event-details/aa3153a9941b4d44,"Buenos Aires, Buenos Aires, Argentina",2018-11-17,http://www.ufcstats.com/fight-details/961f434fe238f40e,Alexandre Pantoja,Yuta Sasaki,Red,0,0,7,4,0,0,0,2,Flyweight,SUB,1,2:18
UFC Fight Night: Magny vs. Ponzinibbio,http://www.ufcstats.com/event-details/aa3153a9941b4d44,"Buenos Aires, Buenos Aires, Argentina",2018-11-17,http://www.ufcstats.com/fight-details/85f85003fadf7a7b,Austin Arnett,Humberto Bandenay,Red,0,0,30,74,2,1,0,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Magny vs. Ponzinibbio,http://www.ufcstats.com/event-details/aa3153a9941b4d44,"Buenos Aires, Buenos Aires, Argentina",2018-11-17,http://www.ufcstats.com/fight-details/629c0eb319e01374,Laureano Staropoli,Hector Aldana,Red,0,0,69,97,0,0,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Magny vs. Ponzinibbio,http://www.ufcstats.com/event-details/aa3153a9941b4d44,"Buenos Aires, Buenos Aires, Argentina",2018-11-17,http://www.ufcstats.com/fight-details/9cd172df74575fd4,Jesus Pinedo,Devin Powell,Red,0,0,58,60,0,5,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Magny vs. Ponzinibbio,http://www.ufcstats.com/event-details/aa3153a9941b4d44,"Buenos Aires, Buenos Aires, Argentina",2018-11-17,http://www.ufcstats.com/fight-details/c7bc8750e9503805,Nad Narimani,Anderson Dos Santos,Red,0,0,46,84,0,1,1,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Blaydes vs. Ngannou 2,http://www.ufcstats.com/event-details/de25520d54eab12d,"Beijing, China",2018-11-24,http://www.ufcstats.com/fight-details/12e12307414dafc6,Francis Ngannou,Curtis Blaydes,Red,0,1,1,13,0,0,0,0,Heavyweight,KO/TKO,1,0:45
UFC Fight Night: Blaydes vs. Ngannou 2,http://www.ufcstats.com/event-details/de25520d54eab12d,"Beijing, China",2018-11-24,http://www.ufcstats.com/fight-details/1c43b38c1f4bdbe2,Alistair Overeem,Sergei Pavlovich,Red,0,0,13,22,0,1,0,0,Heavyweight,KO/TKO,1,4:21
UFC Fight Night: Blaydes vs. Ngannou 2,http://www.ufcstats.com/event-details/de25520d54eab12d,"Beijing, China",2018-11-24,http://www.ufcstats.com/fight-details/d755a29a49c9ee09,Song Yadong,Vince Morales,Red,0,0,74,79,0,2,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Blaydes vs. Ngannou 2,http://www.ufcstats.com/event-details/de25520d54eab12d,"Beijing, China",2018-11-24,http://www.ufcstats.com/fight-details/21992c366d3b4602,Li Jingliang,David Zawada,Red,1,1,73,89,0,1,0,0,Welterweight,KO/TKO,3,4:07
UFC Fight Night: Blaydes vs. Ngannou 2,http://www.ufcstats.com/event-details/de25520d54eab12d,"Beijing, China",2018-11-24,http://www.ufcstats.com/fight-details/d1a93a55c8063ff3,Wu Yanan,Lauren Mueller,Red,0,0,17,18,0,0,0,1,Women's Flyweight,SUB,1,4:00
UFC Fight Night: Blaydes vs. Ngannou 2,http://www.ufcstats.com/event-details/de25520d54eab12d,"Beijing, China",2018-11-24,http://www.ufcstats.com/fight-details/9e1853861f58191f,Alex Morono,Song Kenan,Red,0,0,61,98,0,0,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Blaydes vs. Ngannou 2,http://www.ufcstats.com/event-details/de25520d54eab12d,"Beijing, China",2018-11-24,http://www.ufcstats.com/fight-details/438fbdd4cf27e324,Rashad Coulter,Hu Yaozong,Red,0,1,92,98,0,0,0,0,Light Heavyweight,U-DEC,3,5:00
UFC Fight Night: Blaydes vs. Ngannou 2,http://www.ufcstats.com/event-details/de25520d54eab12d,"Beijing, China",2018-11-24,http://www.ufcstats.com/fight-details/a932059e61f4c25e,Zhang Weili,Jessica Aguilar,Red,0,0,9,45,0,1,0,2,Women's Strawweight,SUB,1,3:41
UFC Fight Night: Blaydes vs. Ngannou 2,http://www.ufcstats.com/event-details/de25520d54eab12d,"Beijing, China",2018-11-24,http://www.ufcstats.com/fight-details/43af7c5772e8198f,Pingyuan Liu,Martin Day,Red,1,1,100,55,1,0,2,2,Bantamweight,S-DEC,3,5:00
UFC Fight Night: Blaydes vs. Ngannou 2,http://www.ufcstats.com/event-details/de25520d54eab12d,"Beijing, China",2018-11-24,http://www.ufcstats.com/fight-details/e8093d77f566fe51,Yan Xiaonan,Syuri Kondo,Red,0,0,86,150,0,0,0,0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Blaydes vs. Ngannou 2,http://www.ufcstats.com/event-details/de25520d54eab12d,"Beijing, China",2018-11-24,http://www.ufcstats.com/fight-details/02731f017c838ad4,Kevin Holland,John Phillips,Red,0,0,51,123,0,5,0,2,Middleweight,SUB,3,4:05
UFC Fight Night: Blaydes vs. Ngannou 2,http://www.ufcstats.com/event-details/de25520d54eab12d,"Beijing, China",2018-11-24,http://www.ufcstats.com/fight-details/8c109a0c53ed9618,Louis Smolka,Sumudaerji,Red,0,0,18,32,0,2,2,1,Bantamweight,SUB,2,2:07
The Ultimate Fighter: Heavy Hitters Finale,http://www.ufcstats.com/event-details/c7ac79839e86ce33,"Las Vegas, Nevada, USA",2018-11-30,http://www.ufcstats.com/fight-details/0d077813b6164fe1,Kamaru Usman,Rafael Dos Anjos,Red,0,0,62,130,0,12,2,0,Welterweight,U-DEC,5,5:00
The Ultimate Fighter: Heavy Hitters Finale,http://www.ufcstats.com/event-details/c7ac79839e86ce33,"Las Vegas, Nevada, USA",2018-11-30,http://www.ufcstats.com/fight-details/cc73c73e6e3412d4,Juan Espino,Justin Frazier,Red,0,0,4,22,0,2,0,2,Heavyweight,SUB,1,3:36
The Ultimate Fighter: Heavy Hitters Finale,http://www.ufcstats.com/event-details/c7ac79839e86ce33,"Las Vegas, Nevada, USA",2018-11-30,http://www.ufcstats.com/fight-details/d99b2abf50e9a03e,Macy Chiasson,Pannie Kianzad,Red,0,1,19,24,0,0,1,2,Women's Featherweight,SUB,2,2:11
The Ultimate Fighter: Heavy Hitters Finale,http://www.ufcstats.com/event-details/c7ac79839e86ce33,"Las Vegas, Nevada, USA",2018-11-30,http://www.ufcstats.com/fight-details/aa7d691fc6385acb,Pedro Munhoz,Bryan Caraway,Red,0,1,20,35,0,0,0,0,Bantamweight,KO/TKO,1,2:39
The Ultimate Fighter: Heavy Hitters Finale,http://www.ufcstats.com/event-details/c7ac79839e86ce33,"Las Vegas, Nevada, USA",2018-11-30,http://www.ufcstats.com/fight-details/5b2835ac76f05993,Edmen Shahbazyan,Darren Stewart,Red,0,0,34,22,1,8,0,0,Middleweight,S-DEC,3,5:00
The Ultimate Fighter: Heavy Hitters Finale,http://www.ufcstats.com/event-details/c7ac79839e86ce33,"Las Vegas, Nevada, USA",2018-11-30,http://www.ufcstats.com/fight-details/c2fd3d874f558408,Antonina Shevchenko,Ji Yeon Kim,Red,0,0,33,66,0,2,0,0,Women's Flyweight,U-DEC,3,5:00
The Ultimate Fighter: Heavy Hitters Finale,http://www.ufcstats.com/event-details/c7ac79839e86ce33,"Las Vegas, Nevada, USA",2018-11-30,http://www.ufcstats.com/fight-details/1785c7fb722d3007,Joseph Benavidez,Alex Perez,Red,0,0,14,35,1,1,0,0,Flyweight,KO/TKO,1,4:19
The Ultimate Fighter: Heavy Hitters Finale,http://www.ufcstats.com/event-details/c7ac79839e86ce33,"Las Vegas, Nevada, USA",2018-11-30,http://www.ufcstats.com/fight-details/86046081e767437e,Maurice Greene,Michel Batista,Red,0,0,0,9,1,0,0,1,Heavyweight,SUB,1,2:14
The Ultimate Fighter: Heavy Hitters Finale,http://www.ufcstats.com/event-details/c7ac79839e86ce33,"Las Vegas, Nevada, USA",2018-11-30,http://www.ufcstats.com/fight-details/6abf4f61a1e11d34,Leah Letson,Julija Stoliarenko,Red,0,0,57,73,0,0,1,0,Women's Featherweight,S-DEC,3,5:00
The Ultimate Fighter: Heavy Hitters Finale,http://www.ufcstats.com/event-details/c7ac79839e86ce33,"Las Vegas, Nevada, USA",2018-11-30,http://www.ufcstats.com/fight-details/d2ef04d5f384c05a,Roosevelt Roberts,Darrell Horcher,Red,0,0,10,16,0,0,0,1,Lightweight,SUB,1,4:50
The Ultimate Fighter: Heavy Hitters Finale,http://www.ufcstats.com/event-details/c7ac79839e86ce33,"Las Vegas, Nevada, USA",2018-11-30,http://www.ufcstats.com/fight-details/c7df07266a9597d9,Tim Means,Ricky Rainey,Red,0,0,6,19,0,2,0,0,Welterweight,KO/TKO,1,1:18
The Ultimate Fighter: Heavy Hitters Finale,http://www.ufcstats.com/event-details/c7ac79839e86ce33,"Las Vegas, Nevada, USA",2018-11-30,http://www.ufcstats.com/fight-details/e3f31cdd33b4ca92,Raoni Barcelos,Chris Gutierrez,Red,0,0,26,35,0,2,0,1,Bantamweight,SUB,2,4:12
The Ultimate Fighter: Heavy Hitters Finale,http://www.ufcstats.com/event-details/c7ac79839e86ce33,"Las Vegas, Nevada, USA",2018-11-30,http://www.ufcstats.com/fight-details/4e6bbc5832e55f64,Kevin Aguilar,Ricky Glenn,Red,0,1,74,86,0,0,0,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Dos Santos vs. Tuivasa,http://www.ufcstats.com/event-details/d1d20e651e6cbc02,"Adelaide, South Australia, Australia",2018-12-01,http://www.ufcstats.com/fight-details/0ac4f0c1b4d021f6,Sodiq Yusuff,Suman Mokhtarian,Red,0,0,5,23,0,0,0,0,Featherweight,KO/TKO,1,2:14
UFC Fight Night: Dos Santos vs. Tuivasa,http://www.ufcstats.com/event-details/d1d20e651e6cbc02,"Adelaide, South Australia, Australia",2018-12-01,http://www.ufcstats.com/fight-details/b6bd31215bd7ec1f,Junior Dos Santos,Tai Tuivasa,Red,0,1,16,26,0,0,0,0,Heavyweight,KO/TKO,2,2:30
UFC Fight Night: Dos Santos vs. Tuivasa,http://www.ufcstats.com/event-details/d1d20e651e6cbc02,"Adelaide, South Australia, Australia",2018-12-01,http://www.ufcstats.com/fight-details/20063242f6e40d31,Mauricio Rua,Tyson Pedro,Red,0,1,31,30,0,3,1,0,Light Heavyweight,KO/TKO,3,0:43
UFC Fight Night: Dos Santos vs. Tuivasa,http://www.ufcstats.com/event-details/d1d20e651e6cbc02,"Adelaide, South Australia, Australia",2018-12-01,http://www.ufcstats.com/fight-details/70feb2bfc12b97d4,Justin Willis,Mark Hunt,Red,0,0,19,59,0,0,0,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Dos Santos vs. Tuivasa,http://www.ufcstats.com/event-details/d1d20e651e6cbc02,"Adelaide, South Australia, Australia",2018-12-01,http://www.ufcstats.com/fight-details/60cc0ac9ace28324,Anthony Rocco Martin,Jake Matthews,Red,0,0,24,25,0,0,1,1,Welterweight,SUB,3,1:19
UFC Fight Night: Dos Santos vs. Tuivasa,http://www.ufcstats.com/event-details/d1d20e651e6cbc02,"Adelaide, South Australia, Australia",2018-12-01,http://www.ufcstats.com/fight-details/29f40d82bd128c65,Jimmy Crute,Paul Craig,Red,0,0,12,17,3,1,0,4,Light Heavyweight,SUB,3,4:51
UFC Fight Night: Dos Santos vs. Tuivasa,http://www.ufcstats.com/event-details/d1d20e651e6cbc02,"Adelaide, South Australia, Australia",2018-12-01,http://www.ufcstats.com/fight-details/fa9ec0b8c4b3a84a,Wilson Reis,Ben Nguyen,Red,0,0,39,32,0,7,0,1,Flyweight,U-DEC,3,5:00
UFC Fight Night: Dos Santos vs. Tuivasa,http://www.ufcstats.com/event-details/d1d20e651e6cbc02,"Adelaide, South Australia, Australia",2018-12-01,http://www.ufcstats.com/fight-details/94dcbc64641cbb6e,Keita Nakamura,Salim Touahri,Red,0,1,34,41,0,0,0,0,Welterweight,S-DEC,3,5:00
UFC Fight Night: Dos Santos vs. Tuivasa,http://www.ufcstats.com/event-details/d1d20e651e6cbc02,"Adelaide, South Australia, Australia",2018-12-01,http://www.ufcstats.com/fight-details/c65f4b4c0338d0c1,Kai Kara-France,Elias Garcia,Red,1,1,16,86,1,0,2,0,Flyweight,U-DEC,3,5:00
UFC Fight Night: Dos Santos vs. Tuivasa,http://www.ufcstats.com/event-details/d1d20e651e6cbc02,"Adelaide, South Australia, Australia",2018-12-01,http://www.ufcstats.com/fight-details/69279781a89c893e,Christos Giagos,Mizuto Hirota,Red,0,0,19,31,0,5,1,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Dos Santos vs. Tuivasa,http://www.ufcstats.com/event-details/d1d20e651e6cbc02,"Adelaide, South Australia, Australia",2018-12-01,http://www.ufcstats.com/fight-details/44c60f91b4f7b23d,Damir Ismagulov,Alex Gorgees,Red,0,0,10,34,0,5,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Dos Santos vs. Tuivasa,http://www.ufcstats.com/event-details/d1d20e651e6cbc02,"Adelaide, South Australia, Australia",2018-12-01,http://www.ufcstats.com/fight-details/73a299d44d2ef5cd,Aleksei Kunchenko,Yushin Okami,Red,0,0,10,72,0,0,0,0,Welterweight,U-DEC,3,5:00
UFC 231: Holloway vs. Ortega,http://www.ufcstats.com/event-details/2a74bbba57058f12,"Toronto, Ontario, Canada",2018-12-08,http://www.ufcstats.com/fight-details/4e55251b7a0df0c2,Max Holloway,Brian Ortega,Red,0,0,110,290,2,1,0,0,Featherweight,KO/TKO,4,5:00
UFC 231: Holloway vs. Ortega,http://www.ufcstats.com/event-details/2a74bbba57058f12,"Toronto, Ontario, Canada",2018-12-08,http://www.ufcstats.com/fight-details/48a2a476d3b59866,Valentina Shevchenko,Joanna Jedrzejczyk,Red,0,0,78,89,0,5,0,0,Women's Flyweight,U-DEC,5,5:00
